"",PP,Sr#,Polling Station Name,PS Type,"Block
Code",Area,Male Vote,Female Vote,Total Vote,"Male
Booth","Female
Booth","Total
Booth"

"",92,45,Govt Girls Primary School Chah Sharmo wala,Female,"139110206
139110213
139110214
139110215","محلہ عالم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی","0
0","487
497
333
440
1757","487
497
333
440
1757",0,4,4

"",92,46,"Govt Girls Primary School Alamabad No 2
Gali Boori Khel Wala",Male,"139110206
139110213
139110214
139110215","محلہ عالم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی","520
649
365
526
2060","0
0","520
649
365
526
2060",3,0,3

"",92,47,Govt Boys Primary School Jhakkar,Male,"139110219
139110220
139110221
139110222","بھکر ایم سی
بھکر میونسپل کمیٹی
بھکر میونسپل کمیٹی
بھکر ایم سی","492
348
213
374
1427","0
0","492
348
213
374
1427",3,0,3

"",92,48,Govt Girls Primary School Jhakkar,Female,"139110219
139110220
139110221
139110222","بھکر ایم سی
بھکر میونسپل کمیٹی
بھکر میونسپل کمیٹی
بھکر ایم سی","0
0","410
337
187
298
1232","410
337
187
298
1232",0,2,2

"",92,49,Govt High School Behal (P),Combined,"139040303
139080904","بہل ڈگردرکھانوالہ
چرڑ","448
287
735","374
237
611","822
524
1346",2,2,4

"",92,50,Govt High School Behal (P),Combined,139040302,بہل ڈگرسولہ والہ,"362
362","285
285","647
647",1,1,2

92,51,"Govt Boys Primary School Tiba Sohanwala
Shumali",Combined,"139040301
139040314","بہل ڈگرسولہ والہ
بہل ڈگرسولہ والہ","317
328
645","158
348
506","475
676
1151",1,1,2,

"",92,52,Govt Boys Primary School Behal,Combined,"139040304
139040305
139040306","بہل ڈگرمحلہ شیخانوالہ محلہ سادات
بہل ڈگرمحلہ کرنالوی، مسلم مسجد
بہل ڈگر،عیدگاہ جنوبی","194
528
278
1000","181
432
243
856","375
960
521
1856",2,1,3

"",92,53,Govt Girls High School Behal (P),Male,"139040307
139040308
139040315
139040316","بہل ڈگر، حسین آباد
بہل ڈگر، حسین آباد
بہل ڈگر، حسین آباد
بہل ڈگر، حسین آباد","258
341
484
163
1246","0
0","258
341
484
163
1246",3,0,3

"",92,54,Jinah Public School Behal (P),Female,"139040309
139040310
139040311
139040312
139040317","بہل ڈگر، حسین آباد
بہل ڈگر، حسین آباد
بہل ڈگر، حسین آباد
بہل ڈگر، حسین آباد","0
0","204
269
366
138
977","204
269
366
138
977",0,2,2

"",92,55,"Govt Girls High School Behal Primary Portion
(P)",Male,"139040309
139040310
139040311
139040312
139040317","بہل ڈگرعمران آباد، آرائیاں والہ
بہل ڈگرعمران آباد، آرائیاں والہ
بہل ڈگر، سخی رشید، رفیق آباد
چک نمبر80 اے ایم ایل
بہل ڈگر، سخی رشید، رفیق آباد","286
515
183
327
177
1488","0
0","286
515
183
327
177
1488",2,0,2

"",92,56,"Govt Girls High School Behal Primary Portion
(PS-2)",Female,"139040309
139040310
139040311
139040312
139040317","بہل ڈگرعمران آباد، آرائیاں والہ
بہل ڈگرعمران آباد، آرائیاں والہ
بہل ڈگر، سخی رشید، رفیق آباد
چک نمبر80 اے ایم ایل
بہل ڈگر، سخی رشید، رفیق آباد","0
0","230
404
139
283
132
1188","230
404
139
283
132
1188",0,2,2

"",92,57,"Govt Model Primary School Langar Kot
Daggar",Combined,"139040313
139040318
139080906","لنگرکوٹ ڈگر
لنگرکوٹ ڈگر
لنگر کوٹ نشیب","287
414
79
780","246
365
60
671","533
779
139
1451",2,1,3

"",92,58,Govt. Primary School Kachi Kandani.,Combined,"139080905
139080907","بھرگل
کچی کندانی","101
69
170","72
50
122","173
119
292",1,1,2

"",92,59,Govt Boys Primary School Jhur Bhur,Combined,"139080101
139080102","بہل نشیب
بہل نشیب","442
31
473","354
12
366","796
43
839",1,1,2

"",92,60,"Govt Boys Elementary School Razai Shah
Shumali (P)",Combined,139010305,رضائی شاہ شمالی ڈگر,"498
498","407
407","905
905",1,1,2

"",92,61,"Govt Girls Elementary School Razai Shah
Shumali",Male,"139010306
139010307
139010308","رضائی شاہ شمالی ڈگر
رضائی شاہ شمالی ڈگر
رضائی شاہ شمالی ڈگر","411
632
189
1232","0
0","411
632
189
1232",2,0,2

92,62,"Govt Girls Elementary School Razai Shah
Shumali (PS-2)",Female,"139010306
139010307
139010308","رضائی شاہ شمالی ڈگر
رضائی شاہ شمالی ڈگر
رضائی شاہ شمالی ڈگر","0
0","349
503
163
1015","349
503
163
1015",0,2,2,

"",92,63,Govt Girls Primary School Chak No 34 A TDA,Combined,139010201,چک نمبر 34ٹی ڈی اے,"249
249","165
165","414
414",1,1,2

"",92,64,"Govt Girls Elementary School Chak No 41TDA
(P)",Combined,"139010310
139010311","چک نمبر 41 ٹی ڈی اے
چک نمبر 41 ٹی ڈی اے","251
280
531","214
200
414","465
480
945",1,1,2

"",92,65,Govt Primary School Chak No 40 TDA,Combined,"139010202
139010203
139010309","چک نمبر 40 ٹی ڈی اے
جھکڑ ڈگر شرقی
چک نمبر 40 اے ٹی ڈی اے","89
417
171
677","51
288
123
462","140
705
294
1139",2,1,3

"",92,66,"Govt Boys Elementary School Chak NO 42-43
TDA (P)",Combined,"139010312
139010313","چک نمبر43 ٹی ڈی اے
چک نمبر43 ٹی ڈی اے","256
312
568","192
243
435","448
555
1003",1,1,2

"",92,67,Govt Boys Primary School Chak No 35TDA,Combined,"139010402
139010403","چک نمبر35 ٹی ڈی اے
چک نمبر35 ٹی ڈی اے","298
266
564","239
188
427","537
454
991",1,1,2

"",92,68,Govt Boys Primary School Chak No 37 TDA,Combined,139010401,چک نمبر37 ٹی ڈی اے,"356
356","261
261","617
617",1,1,2

"",92,69,Govt Boys Primary School Chak No 38 TDA,Combined,139010405,چک نمبر38ٹی ڈی اے,"577
577","407
407","984
984",1,1,2

"",92,70,Govt Boys Primary School Chak No 39 TDA,Combined,139010404,چک نمبر 39 ٹی ڈی اے,"485
485","395
395","880
880",1,1,2

"",92,71,Govt. Primary School Anwar Baig Wala,Combined,139080103,گنجی,"571
571","444
444","1015
1015",1,1,2

"",92,72,Govt Girls Elementary School Pir Ashab,Combined,"139010301
139010302","پیر اصحاب ڈگر
پیر اصحاب ڈگر","655
274
929","544
229
773","1199
503
1702",2,2,4

"",92,73,Basic Health Unit Pir Ashab,Combined,"139010303
139010304","پیر اصحاب ڈگر
پیر اصحاب ڈگر","496
230
726","409
191
600","905
421
1326",2,1,3

"",92,74,"Govt Boys Elementary School Basti Cheena
Nashaib(P)",Combined,"139110301
139110302
139110303","بھکر میونسپل کمیٹی
بھکر میونسپل کمیٹی
بھکر ایم سی","248
126
547
921","159
105
426
690","407
231
973
1611",2,2,4

"",92,75,"Govt Boys Elementary School Basti Cheena
Nashaib(P)",Combined,"139110304
139110305
139110306","ایم سی بھکر
ایم سی بھکر
ایم سی بھکر","542
248
5
795","479
202
2
683","1021
450
7
1478",2,1,3

"",92,76,Govt Girls Elementary School Khawjabad,Combined,"139100910
139100911","فتح خان
فتح خان","352
230
582","301
210
511","653
440
1093",1,1,2

"",92,77,Govt Girls Primary School Utra,Combined,"139100801
139100802","جنجو
اترا","215
478
693","160
348
508","375
826
1201",2,1,3

"",92,78,"Govt Girls Primary School Dera Abdul
Rehman wala",Combined,"139100203
139100206
139100207","کرم خان
کندھی کھچیانوالی
کندھی کھچیانوالی","294
376
94
764","199
312
75
586","493
688
169
1350",2,1,3

92,79,"Govt Girls Elementary School Khachi Kalan
(P)",Combined,"139100201
139100202","کھچی کلاں
کھچی کلاں","587
410
997","449
352
801","1036
762
1798",2,2,4,

"",92,80,Govt Girls CMSPS Sheikh Wala,Combined,"139100205
139100204
139100301","شیخ نشیب
گڈولہ نشیب
چونی شمالی نشیب","209
22
200
431","163
9
168
340","372
31
368
771",1,1,2

"",92,81,Govt Boys Primary School Khachi Khurd,Combined,"139100302
139100303","کھچی خورد
دولت والا","385
591
976","316
505
821","701
1096
1797",2,2,4

"",92,82,Govt Boys Primary School Hansan Wala,Combined,"139010101
139010104","بھکر ڈگرشرقی
بھکر ڈگرشرقی","15
657
672","23
526
549","38
1183
1221",2,1,3

"",92,83,Govt Model Primary School Hansan Wala,Combined,"139010102
139010103","بھکر ڈگرشرقی
بھکر ڈگرشرقی","352
126
478","298
95
393","650
221
871",1,1,2

"",92,84,Govt Boys Primary School Chak No 34 TDA,Combined,"139010105
139010106","چک نمبر 34ٹی ڈی اے
چک نمبر 34ٹی ڈی اے","391
219
610","332
146
478","723
365
1088",1,1,2

"",92,85,Govt Boys Primary School Hussian Abad  (P),Male,"139090901
139090902
139090903
139090904","حسین آباد
حسین آباد
حسین آباد
حسین آباد","668
505
33
501
1707","0
0","668
505
33
501
1707",3,0,3

"",92,86,Govt Girls CMSPS Hussian Abad (F),Female,"139090901
139090902
139090903
139090904","حسین آباد
حسین آباد
حسین آباد
حسین آباد","0
0","483
375
33
406
1297","483
375
33
406
1297",0,2,2

"",92,87,Govt Boys Primary School Nawani,Male,"139090905
139090906
139090907
139090908","نوانی
جھمٹ نشیب
جھمٹ نشیب
جھمٹ نشیب","222
376
550
317
1465","0
0","222
376
550
317
1465",3,0,3

"",92,88,Govt Girls Elementary School Niwani(F),Female,"139090905
139090906
139090907
139090908","نوانی
جھمٹ نشیب
جھمٹ نشیب
جھمٹ نشیب","0
0","188
268
445
264
1165","188
268
445
264
1165",0,2,2

"",92,89,"Govt Model Primary School Basit Chanwar
Jhulan",Combined,"139090607
139090608","موندے والی
جھلن","415
281
696","333
228
561","748
509
1257",2,1,3

"",92,90,"Govt Boys Primary School Binda Gul Haider
Shah",Combined,"139090501
139090502","بڈیانی
بڈیانی","490
345
835","452
322
774","942
667
1609",2,2,4

"",92,91,"Govt Girls Elementary School Binda Gul
Haider Shah",Combined,"139090503
139090504","بڈیانی
بڈیانی","288
84
372","211
67
278","499
151
650",1,1,2

"",92,92,Govt Elementary School Bida Bahoo Shah,Combined,"139091001
139101202","بنڈہ باہوشاہ
محمد بھٹی","470
76
546","360
63
423","830
139
969",1,1,2

92,93,Govt Girls Primary School Basti Hussain Shah,Combined,139091002,بخارا,"495
495","415
415","910
910",1,1,2,

"",92,94,"Govt Model/Primary School Jhok Tiba Sail
Girls Section",Combined,"139100905
139100906","سیال
سیال","387
402
789","317
345
662","704
747
1451",2,1,3

"",92,95,"Govt Model/Primary School Jhok Tiba Sail
Boys Section",Combined,"139100907
139100912","سیال
سیال","315
154
469","262
126
388","577
280
857",1,1,2

"",92,96,Govt Girls Elementary School Sail,Combined,"139100908
139100909","سیال
سیال","279
373
652","211
270
481","490
643
1133",2,1,3

"",92,97,Govt Boys High School Sail,Combined,"139100901
139100902","سیال
سیال","464
114
578","378
97
475","842
211
1053",1,1,2

"",92,98,Govt Boys High School Sail Primary Portion,Combined,"139100903
139100904","سیال
سیال","360
407
767","326
328
654","686
735
1421",2,1,3

"",92,99,Govt Boys High School Shahani  (P),Male,"139090601
139090602
139090603
139090606","شہانی
شہانی
شہانی
شہانی","406
191
718
506
1821","0
0","406
191
718
506
1821",3,0,3

"",92,100,Govt Girls Elementary School Shahni (F),Female,"139090601
139090602
139090603
139090606","شہانی
شہانی
شہانی
شہانی","0
0","337
139
601
380
1457","337
139
601
380
1457",0,3,3

"",92,101,"Govt Boys High School Shahni (Pramiry
Portion) (P)",Combined,"139090604
139090605","شہانی
شہانی","375
367
742","325
310
635","700
677
1377",2,1,3

"",92,102,Govt Primary School Basti Rathi,Combined,"139080509
139080510","بھڑرشید شاہ
بھڑرشید شاہ","399
296
695","314
255
569","713
551
1264",2,1,3

"",92,103,Govt Girls Primary School Basti Rathi,Combined,"139080511
139080512","بھڑرشید شاہ
بھڑرشید شاہ","252
388
640","177
364
541","429
752
1181",2,1,3

"",92,104,"Govt Girls Community Model School Nahry
Wala",Combined,"139080803
139080804","شیخانی
خنانی، نہرے والی","216
571
787","173
437
610","389
1008
1397",2,1,3

"",92,105,Govt Boys Primary School Kandani,Combined,"139080806
139080807
139080808","جھوک فقیرعطا محمد
رضائی شاہ جنوبی
رضائی شاہ جنوبی","504
716
123
1343","419
578
94
1091","923
1294
217
2434",2,2,4

"",92,106,"Govt Primary School Jhok Faqir Aatta
Muhammad",Combined,139080805,خنانی، چاہ موچیاں والہ,"179
179","142
142","321
321",1,1,2

"",92,107,Govt Girls Elementary Model School Garoosa,Combined,"139080801
139080802","شیخانی
شیخانی","430
436
866","360
352
712","790
788
1578",2,2,4

"",92,108,Govt High School Bharmi Nawab (P),Combined,139080604,بھرمی نواب صا حب,"638
638","511
511","1149
1149",1,1,2

92,109,Govt Girls Primary School Bharmi Nawab,Combined,139080605,بھرمی نواب صا حب,"400
400","353
353","753
753",1,1,2,

"",92,110,"Govt Model Primary School Bharmi Chiragh
Shah",Combined,"139080601
139080602
139080603","بیٹ ماکھی والا
بھرمی چراغ شاہ
بھرمی چراغ شاہ","380
371
250
1001","257
336
178
771","637
707
428
1772",2,2,4

"",92,111,Govt High School Dhandla Middle Portion (P),Male,"139080701
139080702
139080703","ڈھانڈلہ سوڑکپ
ڈھانڈلہ سوڑکپ
ڈھانڈلہ سوڑکپ","403
653
252
1308","0
0","403
653
252
1308",3,0,3

"",92,112,Govt High School Dhandla High Portion (P),Female,"139080701
139080702
139080703","ڈھانڈلہ سوڑکپ
ڈھانڈلہ سوڑکپ
ڈھانڈلہ سوڑکپ","0
0","338
552
217
1107","338
552
217
1107",0,2,2

"",92,113,Health Center Basti Bakhtawar,Combined,"139080704
139080706
139080709","ڈھانڈلہ بستی بختاور
ڈھانڈلہ بستی بختاور
رکھ ڈھانڈلہ","424
491
0
915","333
407
1
741","757
898
1
1656",2,1,3

"",92,114,Govt High SchoolS Dhandla (P),Combined,"139080705
139080707
139080708","ڈھانڈلہ بستی بختاور
ڈھانڈلہ، ٹبہ کمہارانوالہ
ڈھانڈلہ، بستی بختاور","245
428
305
978","221
315
233
769","466
743
538
1747",2,1,3

"",92,115,Govt High School Bindu (P),Combined,"139080501
139080502","ہموں والہ بستی بختاور
ہموں والہ بستی بختاور","409
281
690","319
218
537","728
499
1227",2,1,3

"",92,116,Govt High School Bindu (P),Combined,"139080503
139080504","ہموں والہ بستی بنڈو
ہموں والہ بستی بنڈو","442
371
813","397
279
676","839
650
1489",2,1,3

"",92,117,Govt High School Bindu Middle Portion (P),Male,"139080505
139080506
139080507
139080508","ہموں والہ بستی گوندل والی
ہموں والہ بستی مٹھو
ہموں والہ بستی مٹھو
ہموں والہ بستی چانڈیہ","517
406
274
182
1379","0
0","517
406
274
182
1379",3,0,3

"",92,118,Govt Girls Primary School Basti Mithu,Female,"139080505
139080506
139080507
139080508","ہموں والہ بستی گوندل والی
ہموں والہ بستی مٹھو
ہموں والہ بستی مٹھو
ہموں والہ بستی چانڈیہ","0
0","430
307
228
150
1115","430
307
228
150
1115",0,2,2

"",92,119,Govt Girls Primary School Notak No 2 Nasheb,Combined,"139080901
139080902
139080903","نوتک نشیب
نوتک نشیب
نوتک نشیب","111
203
143
457","78
162
105
345","189
365
248
802",1,1,2

"",92,120,Govt Boys High School Dajal,Combined,"139100505
139100506","داجل
داجل","228
367
595","212
352
564","440
719
1159",1,1,2

"",92,121,Govt Boys High School Dajal,Combined,"139100507
139100508","داجل
داجل","197
483
680","207
316
523","404
799
1203",2,1,3

92,122,Govt Primary School Dajal Gharbi,Combined,"139100503
139100504","داجل
داجل","348
412
760","271
327
598","619
739
1358",2,1,3,

"",92,123,Health Center Kachi Shahani,Combined,"139100705
139100706","کچی شہانی
کچی شہانی","261
268
529","189
199
388","450
467
917",1,1,2

"",92,124,Health Center Kachi Shahani,Combined,"139100707
139100708","کچی شہانی
کچی شہانی","321
212
533","289
195
484","610
407
1017",1,1,2

"",92,125,Govt Boys Primary School Kaneri,Combined,"139100803
139100804","کنیری
کنیری","487
411
898","394
353
747","881
764
1645",2,1,3

"",92,126,Govt Girls Primary School Kaneri,Combined,"139100805
139100807","کنیری
کنیری","254
393
647","182
295
477","436
688
1124",1,1,2

"",92,127,Govt Girls Primary School Kaneri,Combined,139100806,کنیری,"606
606","559
559","1165
1165",1,1,2

"",92,128,Govt Boys Primary School Wadhy wali,Combined,"139100808
139100809
139100810","ودھیوالی
ودھیوالی
ودھیوالی","224
198
495
917","165
162
414
741","389
360
909
1658",2,1,3

"",92,129,Govt Boys Primary School Dhap Sial,Combined,"139100702
139100703
139100704
139101001
139101002
139101003","بستی نور خان
ہدران
سوہلہ شمالی
دھپ سیال
فتح جمالی
کھائی جمالی","0
0
67
391
23
87
568","0
0
60
357
19
60
496","0
0
127
748
42
147
1064",1,1,2

"",92,130,Govt Girls Elementary School Gujja (P),Combined,"139101101
139101102
139101103","گجہ
گجہ
جھنڈیرآباد","569
270
1
840","439
210
1
650","1008
480
2
1490",2,1,3

"",92,131,Govt Boys Primary School Basti Mian Khan,Combined,"139101201
139101203","بستی میاں خان
بخشہ","305
0
305","231
0
231","536
0
536",1,1,2

"",92,132,Govt Boys Model Primary School Mumdani,Combined,"139100405
139100406","ممدانی
ممدانی","231
377
608","164
316
480","395
693
1088",1,1,2

"",92,133,Govt Boys Model Primary School Bahara Lak,Combined,"139100304
139100305","جھلا ر سکندر
بہارلک","341
233
574","279
210
489","620
443
1063",1,1,2

"",92,134,Govt Boys Primary School Dedh Shahani,Combined,"139100501
139100502
139100601","رحمان والی
پہو ڑ
ڈیڈھ شہانی","58
25
373
456","32
15
344
391","90
40
717
847",1,1,2

"",92,135,Govt Boys Primary School Bakhry Wali,Combined,"139100602
139100603
139100701
139100709","جھوک چیلارام
گشکوری
بخریوالی
بخریوالی","12
0
432
102
546","6
0
345
74
425","18
0
777
176
971",1,1,2

92,136,UC Office Yousaf Shah,Combined,"139080204
139080206","یوسف شاہ
چونی جنوبی نشیب","377
625
1002","302
470
772","679
1095
1774",2,1,3,

"",92,137,Govt Boys Elementary School Hazara Janubi,Combined,"139080404
139080405","ہزارہ جنوبی
ہزارہ جنوبی","250
175
425","203
116
319","453
291
744",1,1,2

"",92,138,"Govt Girls Elementary School Yousaf Shah
Basti Ameer Khan (P)",Combined,"139080202
139080205","یوسف شاہ
یوسف شاہ","270
671
941","239
533
772","509
1204
1713",2,1,3

"",92,139,Govt High School Yousaf Shah (P),Male,"139080201
139080203","یوسف شاہ
یوسف شاہ","855
194
1049","0
0","855
194
1049",2,0,2

"",92,140,Govt High School Yousaf Shah (P),Female,"139080201
139080203","یوسف شاہ
یوسف شاہ","0
0","688
157
845","688
157
845",0,2,2

"",92,141,Govt Girls Primary School Kathan wala Gharbi,Combined,139080402,کاٹھانوالہ چاہ شیرخان والا,"729
729","682
682","1411
1411",2,1,3

"",92,142,Govt Girls Primary School Kathan wala,Combined,139080401,کاٹھانوالہ شرقی,"543
543","525
525","1068
1068",1,1,2

"",92,143,Govt Boys Primary School Kathan wala,Combined,139080403,کاٹھانوالہ بستی محمد ولی,"408
408","322
322","730
730",1,1,2

"",92,144,Govt Boys Primary School Raseed Pur,Combined,"139080104
139080105
139080106","رسید پور
رسید پور
رسید پور","315
234
416
965","258
213
319
790","573
447
735
1755",2,1,3

"",92,145,"Govt Girls Primary School Baat Bogha
Shumali",Combined,"139080301
139080302
139080310","بیٹ بوگھا شہر
بیٹ بوگھا شہر
بیٹ بوگھا شہر","385
212
22
619","275
168
20
463","660
380
42
1082",1,1,2

"",92,146,"Govt Boys Elementary School Batt Bogha
Basti Muhammad Ali Shah",Combined,"139080303
139080304
139080305
139080306","بیٹ بوگھا بستی محمد علی شاہ
بیٹ بوگھا کاٹھانوالہ
بیٹ بوگھا کاٹھانوالہ
بیٹ بوگھا بستی محمد علی شاہ","548
449
41
74
1112","466
351
42
61
920","1014
800
83
135
2032",2,2,4

"",92,147,Govt Girls Primary School Baat Bogha Janubi,Combined,"139080307
139080308
139080309","بیٹ بوگھا جنوبی
بستی حمزہ
بستی حمزہ","577
120
200
897","492
87
186
765","1069
207
386
1662",2,1,3

"",92,148,"Govt Boys Elementary School Bhawan Pur
Shumali (P)",Combined,"139080406
139080408
139080409
139080410","بھاون پور شمالی
بھاون پور شمالی
بھاون پور شمالی
بھاون پور جنوبی","238
66
163
75
542","202
37
144
53
436","440
103
307
128
978",1,1,2

"",92,149,"Govt Boys Elementary School Bhawan Pur
Shumali (P)",Combined,"139080407
139080411","بھاون پور شمالی
فتح بمب","336
256
592","291
230
521","627
486
1113",1,1,2

"",92,150,Govt Boys Primary School Fathe Bumb,Combined,"139080412
139080413","فتح بمب
فتح بمب","130
159
289","100
138
238","230
297
527",1,1,2

"",92,151,Govt High School Jhoek Samtia wala,Combined,139090201,ملاں والی,"641
641","471
471","1112
1112",1,1,2

92,152,Govt High School Jhoek Samtia wala,Combined,139090203,ملاں والی,"487
487","381
381","868
868",1,1,2,

"",92,153,Govt Boys Primary School Mulan Wali,Male,"139090202
139090204
139090205","ملاں والی
ملاں والی
ملاں والی","34
343
656
1033","0
0","34
343
656
1033",2,0,2

"",92,154,Govt Girls Primary School Mulan Wali,Female,"139090202
139090204
139090205","ملاں والی
ملاں والی
ملاں والی","0
0","27
254
543
824","27
254
543
824",0,2,2

"",92,155,Govt Boys Primary School Inyatabad,Combined,"139090401
139090402","عنائیت آباد
عنائیت آباد","326
540
866","235
418
653","561
958
1519",2,1,3

"",92,156,Govt Boys Primary School Basti Chohan,Male,"139090403
139090404","عنائیت آباد
عنائیت آباد","460
353
813","0
0","460
353
813",2,0,2

"",92,157,Govt Boys Primary School Basti Chohan,Female,"139090403
139090404","عنائیت آباد
عنائیت آباد","0
0","357
222
579","357
222
579",0,2,2

"",92,158,"Govt Boys Primary School Lashkarani
Muachhar Wali",Combined,"139090802
139090803
139090804","مچھر والی
مچھر والی
مچھر والی","137
423
272
832","97
355
184
636","234
778
456
1468",2,1,3

"",92,159,Govt Boys Primary School Morani Janubi (P),Combined,"139090704
139090705","مورانی جنوبی
مورانی جنوبی","291
480
771","237
439
676","528
919
1447",2,1,3

"",92,160,Govt Boys Primary School Jam,Male,"139090303
139090306
139090307","جام
صادق علی شاہ
سلطان احمدشاہ","736
26
69
831","0
0","736
26
69
831",2,0,2

"",92,161,"Govt. Girls Elementary School, Basti Pir Wali",Female,"139090303
139090306
139090307","جام
صادق علی شاہ
سلطان احمدشاہ","0
0","600
31
56
687","600
31
56
687",0,2,2

"",92,162,Govt Boys Elementary School Bhilmana (P),Combined,139090301,بھلمانہ,"529
529","433
433","962
962",1,1,2

"",92,163,Govt Boys Elementary School Bhilmana (P),Combined,139090302,بھلمانہ,"597
597","435
435","1032
1032",1,1,2

"",92,164,Govt Girls Primary School Bhilmana (P),Combined,139090101,چھینہ نشیب,"591
591","485
485","1076
1076",1,1,2

"",92,165,"Govt Girls Model Primary School Gorcha
Nashaib (P)",Combined,"139090702
139090703","گورچھہ نشیب
گورچھہ نشیب","446
338
784","356
248
604","802
586
1388",2,1,3

"",92,166,"Govt Girls Primary School Bhathiyan Wala
Razai Shah Nasheb",Combined,"139090701
139090801","جھکڑنشیب
رضائی شاہ شمالی نشیب","388
370
758","318
294
612","706
664
1370",2,1,3

"",92,167,Govt Girls Primary School Jhok Hafiz wali,Combined,"139090304
139090405
139090407","بستی حبیب
عنائیت آباد
جھوک حافظ والی","359
392
506
1257","308
335
460
1103","667
727
966
2360",2,2,4

92,168,Govt Boys Primary School Jhok Hafiz wali,Combined,139090406,جھوک حافظ والی,"263
263","215
215","478
478",1,1,2,

"",92,169,Govt Girls Primary School Chanda (P),Combined,"139090206
139090207
139090208","ملاں والی
چاندہ
چاندہ","97
295
269
661","65
249
226
540","162
544
495
1201",1,1,2

"",92,170,Govt Boys Primary School Bujrani,Combined,139090305,بجرانی,"318
318","246
246","564
564",1,1,2

"",92,171,Govt Girls Primary School Basti Ratta,Combined,"139090102
139090103","پیر اصحاب نشیب
پیر اصحاب نشیب","275
428
703","174
356
530","449
784
1233",2,1,3

"",92,172,Govt Boys Primary School Basti Bumb,Combined,"139100403
139100404","کوٹلہ جام نشیب
کوٹلہ جام نشیب","175
501
676","135
434
569","310
935
1245",1,1,2

"",92,173,Govt Boys Primary School Hotan Wala,Combined,"139100401
139100402","کوٹلہ جام نشیب
کوٹلہ جام نشیب","324
432
756","264
320
584","588
752
1340",2,2,4

115210,95302,210512,243,199,442,,,,,,,

