1,2,3,4,5,6,7,8,9,10,11
"",,Total: -,0,1087,1087,0,3,3,,
95,"GOVT. GIRLS PRIMARY SCHOOL DHOK GAMA DAKHLISARWALA (MALE) (P)",Sarwala,101010506,,907,0,907,,,
"",,Sarwala,101010507,,20,0,20,,,
"",,Sarwala,101010509,,74,0,74,,,
"",,Total: -,1001,0,1001,3,0,3,,
96,"GOVT. GIRLS PRIMARY SCHOOL DHOKE MAULVIMUHAMMAD DAKHLI SARWALA (FEMALE)(P)",Sarwala,101010506,,0,797,797,,,
"",,Sarwala,101010507,,0,3,3,,,
"",,Sarwala,101010509,,0,57,57,,,
"",,Total: -,0,857,857,0,3,3,,
97,"GOVT. GIRLS PRIMARY SCHOOL DHOK GAMA DAKHLISARWALA (MALE) (P)",Sarwala,101010508,,698,0,698,,,
"",,Sarwala,101010510,,297,0,297,,,
"",,Sarwala,101010511,,328,0,328,,,
"",,Total: -,1323,0,1323,4,0,4,,
98,"GOVT. GIRLS PRIMARY SCHOOL DHOKE MAULVIMUHAMMAD DAKHLI SARWALA (FEMALE)(P)",Sarwala,101010508,,0,558,558,,,
"",,Sarwala,101010510,,0,242,242,,,
"",,Sarwala,101010511,,0,243,243,,,
"",,Total: -,0,1043,1043,0,3,3,,
99,"GOVT. GIRLS HIGH SCHOOL MOHALLAH HAFIZ ABADSHAKARDARA (MALE)  (P)",Shakardara,101010512,,425,0,425,,,
"",,Shakardara,101010513,,454,0,454,,,
"",,Shakardara,101010517,,161,0,161,,,
"",,Shakardara,101010518,,112,0,112,,,
"",,Total: -,1152,0,1152,4,0,4,,
100,"GOVT. GIRLS HIGH SCHOOL MOHALLAH HAFIZ ABADSHAKARDARA (MALE)  (P)",Shakardara,101010514,,661,0,661,,,
Shakardara,101010515,,336,0,336,,,,,
Shakardara,101010516,,257,0,257,,,,,
Total: -,1254,0,1254,4,0,4,,,,
Shakardara,101010512,,0,380,380,,,,,
101,"GOVT. GIRLS COMMUNITY MODEL SCHOOL(MOHALLAH HAFIZ ABAD) SHAKARDARA (FEMALE) (P)",Shakardara,101010517,,0,128,128,,,
"",Shakardara,101010518,0,104,104,,,,,
"",Total: -,0,1000,1000,0,3,3,,,
102,"GOVT. BOYS HIGH SCHOOL EID GAH SHAKARDARA(FEMALE) 1ST PORTION (P)",Shakardara,101010514,,0,617,617,,,
"",Shakardara,101010515,,0,320,320,,,,
"",Shakardara,101010516,,0,192,192,,,,
"",Total: -,0,1129,1129,0,3,3,,,
103,DISPENSARY BOOTA (MALE)(T),Boota,101020303,,524,0,524,,,
"",Boota,101020304,,458,0,458,,,,
"",Boota,101020305,,458,0,458,,,,
"",,,Total: -,"1,440",0,"1,440",4,0,4,
104,"GOVERNMENT GIRLS PRIMARY SCHOOL DHOKESAWIN(BOOTA) (COMB)(P)",Dhok Sawain Boota,101020301,,470,412,882,,,
"",Dhok Sawain Boota,101020302,,378,360,738,,,,
"",,,Total: -,848,772,"1,620",2,2,4,
105,"GOVERNMENT GIRLS HIGH SCHOOL BOOTAPRIMARY PORTION (FEMALE) (P)",Boota,101020305,,0,363,363,,,
"",Boota,101020306,,0,410,410,,,,
"",Boota,101020307,,0,266,266,,,,
"",,,Total: -,0,"1,039","1,039",0,3,3,
106,"GOVERNMENT BOYS HIGH SCHOOL BOOTA(MALE)(P)",Boota,101020306,,442,410,852,,,
"",Boota,101020307,,300,266,566,,,,
"",,,Total: -,742,676,"1,418",2,2,4,
107,"GOVERNMENT GIRLS HIGH SCHOOL BOOTA NEWBUILDINGE(FEMALE) (P)",Boota,101020303,,0,452,452,,,
Boota,101020304,,0,500,500,,,,,
"",,Total: -,0,952,952,0,3,3,,
Nawa,101020308,,435,355,790,,,,,
Nawa,101020309,,186,146,332,,,,,
101020501,Total: -,"621584","5010","1,122584",,,,,,
"",,Mirza,101020503,,329,0,329,,,
"",Total: -,,1127,0,1127,3,0,3,,
110,M.C.H. CENTRE MIRZA (FEMALE),"MirzaMirzaMirza",101020501,,0,541,541,,,
"",,,101020502,,0,200,200,,,
"",,,101020503,,0,316,316,,,
"",Total: -,,0,1057,1057,0,3,3,,
111,"GOVT. GIRLS ELEMENTARY SCHOOL  MIRZA(PRIMARY PORTION) (MALE)(P)",Mirza,101020504,,545,0,545,,,
"",Mirza,101020505,,576,0,576,,,,
"",Mirza,101020506,,97,0,97,,,,
"",Mirza,101020513,,26,0,26,,,,
"",Mirza,101020514,,66,0,66,,,,
"",Total: -,,,1310,0,1310,4,0,4,
112,"GOVT. GIRLS ELEMENTARY SCHOOL  MIRZA(PRIMARY PORTION) (FEMALE)(P)",Mirza,101020504,,0,474,474,,,
"",Mirza,101020505,,0,460,460,,,,
"",Mirza,101020506,,0,74,74,,,,
"",Mirza,101020513,,0,31,31,,,,
"",Mirza,101020514,,0,66,66,,,,
"",Total: -,,,0,1105,1105,0,3,3,
113,"GOVT. GIRLS PRIMARY SCHOOL NO.1 MIRZA(MALE)(P)",Mirza,101020507,,980,0,980,,,
"",Mirza,101020516,,230,0,230,,,,
"",Mirza,101020518,,209,0,209,,,,
"",Total: -,,,1419,0,1419,4,0,4,
114,M.C.H. CENTRE MIRZA (FEMALE),Mirza,101020507,,0,896,896,,,
"",Mirza,101020516,,0,225,225,,,,
"",Mirza,101020518,,0,196,196,,,,
"",Total: -,,,0,1317,1317,0,4,4,
115,"GOVT. BOYS HIGH SCHOOL MIRZA (HIGH PORTION)(MALE)(P)",Mirza,101020508,,696,0,696,,,
"",Mirza,101020509,,479,0,479,,,,
"",Mirza,101020520,,204,0,204,,,,
"",Total: -,,,1379,0,1379,4,0,4,
116,"GOVT. BOYS HIGH SCHOOL MIRZA (HIGH PORTION)(FEMALE)(P)",Mirza,101020508,,0,670,670,,,
Mirza,101020509,,0,436,436,,,,,
Mirza,101020520,,0,192,192,,,,,
Total: -,,,0,1298,1298,0,4,4,,
Mirza,101020510,,436,0,436,,,,,
Mirza,101020511,,407,0,407,,,,,
Mirza,101020512,,555,0,555,,,,,
118,"GOVT. GIRLS HIGHER SECONDAARY SCHOOL MIRZA(FEMALE)(P)",Mirza,101020510,,0,391,391,,,
"",,Mirza,101020511,,0,457,457,,,
"",,Mirza,101020512,,0,352,352,,,
"",,Total: -,,,0,1200,1200,0,4,4
119,"GOVT. GIRLS HIGHER SECONDARY SCHOOL(PRIMARY PORTION) (MALE)(T)",Mirza,101020517,,521,0,521,,,
"",,Mirza,101020519,,573,0,573,,,
"",,Mirza,101020521,,230,0,230,,,
"",,Total: -,,,1324,0,1324,4,0,4
120,"GOVT. GIRLS HIGHER SECONDARY SCHOOL(PRIMARY PORTION) (FEMALE)(T)",Mirza,101020517,,0,464,464,,,
"",,Mirza,101020519,,0,516,516,,,
"",,Mirza,101020521,,0,185,185,,,
"",,Total: -,,,0,1165,1165,0,4,4
121,"GOVT. BOYS HIGH SCHOOL MIRZA (MIDDLEPORTION) (MALE)(P)",Mirza,101020515,,440,0,440,,,
"",,Mirza,101020523,,168,0,168,,,
"",,Mirza,101020524,,245,0,245,,,
"",,Mirza,101020526,,211,0,211,,,
"",,Total: -,,,1064,0,1064,3,0,3
122,"GOVT. BOYS HIGH SCHOOL MIRZA (MIDDLEPORTION) (FEMALE)(P)",Mirza,101020515,,0,424,424,,,
"",,Mirza,101020523,,0,147,147,,,
"",,Mirza,101020524,,0,266,266,,,
"",,Mirza,101020526,,0,152,152,,,
"",,Total: -,,,0,989,989,0,3,3
123,COMMUNITY HALL MIRZA (MALE)(P),Mirza,101020525,,972,0,972,,,
"",,Total: -,,,972,0,972,3,0,3
124,"GOVT. BOYS HIGH SCHOOL MIRZA (PRIMARYPORTION) (FEMALE)(P)",Mirza,101020525,,0,950,950,,,
"",,Total: -,,,0,950,950,0,3,3
125,"GOVT. GIRLS PRIMARY SCHOOL BOORA(COMBINED)(P)",BOORA,101020522,,322,273,595,,,
"",,Total: -,,,322,273,595,1,1,2
126,"GOVT. BOYS HIGH SCHOOL MIRPUR HUSSAIN KAMRA(COMBINED) (P)",MIRPUR HUSSAIN,101020608,,456,156,612,,,
"",,MIRPUR HUSSAIN,101020610,,346,256,602,,,
"",,Total: -,,,802,412,1214,2,2,4
127,"GOVT. BOYS HIGH SCHOOL MIRPUR HUSSAIN KAMRA(COMBINED) (P)",MIRPUR HUSSAIN,101020609,,582,806,1388,,,
"",,Total: -,,,582,806,1388,2,2,4
128,"GOVT. GIRLS PRIMARY SCHOOL MEER PUR HUSSAINKAMARA (COMBINED) (P)",MIRPUR HUSSAIN,101020611,,439,486,925,,,
Total: -,,,439,486,925,1,2,3,,
Kisran,101020605,,430,0,430,,,,,
Kisran,101020606,,155,0,155,,,,,
"",,Total: -,1248,0,1248,4,0,4,,
130,"GOVT. GIRLS HIGH SCHOOL KAMRA  (PRIMARYPORTION) (FEMALE) (P)",Kisran,101020605,,"000",0,0,,,
"",,Kisran,101020606,,139,139,,,,
"",,Kisran,101020607,,631,631,,,,
"",,Total: -,,,0,770,770,0,2,2
131,"GOVT. BOYS ELEMENTARY SCHOOL URTAKPUR (OLDB.H.C. BUILDING) (COMBINED)(T)",Urtakpur,101020601,,708,684,1392,,,
"",,Total: -,,,708,684,1392,2,2,4
132,"GOVT. BOYS ELEMENTARY SCHOOL URTAKPUR(COMBINED) (P)",Urtakpur,101020602,,440,406,846,,,
"",,Urtakpur,101020603,,29,25,54,,,
"",,Total: -,,,469,431,900,2,1,3
133,"GOVT. BOYS ELEMENTARY SCHOOL URTAKPUR(COMBINED) (P)",Urtakpur,101020604,,450,439,889,,,
"",,Total: -,,,450,439,889,2,1,3
134,"GOVT. BOYS PRIMARY SCHOOL THEKRIAN(COMBINED) (P)",Thekrian,101020612,,545,454,999,,,
"",,Total: -,,,545,454,999,2,1,3
135,GOVT. BOYS PRIMARY SCHOOL MADROTA (MALE) (P),Madrota,101020207,,801,0,801,,,
"",,Madrota,101020208,,102,0,102,,,
"",,Total: -,903,0,903,3,0,3,,
136,"GOVT. GIRLS COMMUNITY MODEL SCHOOLMADROTA (FEMALE) (P)",Madrota,101020207,,0,748,748,,,
"",,Madrota,101020208,,0,77,77,,,
"",,Total: -,0,825,825,0,3,3,,
137,GOVT. BOYS PRIMARY SCHOOL GONDAL (MALE) (P),Gondal,101020201,,48,0,48,,,
"",,Gondal,101020202,,412,0,412,,,
"",,Gondal,101020203,,76,0,76,,,
"",,Gondal,101020206,,198,0,198,,,
"",,Total: -,,,734,0,734,2,0,2
138,GOVT. GIRLS MIDDLE SCHOOL GONDAL (MALE)(P),Gondal,101020204,,266,0,266,,,
"",,Gondal,101020209,,251,0,251,,,
"",,Gondal,101020205,,594,0,594,,,
"",,Total: -,,,1111,0,1111,4,0,4
139,GOVT. GIRLS MIDDLE SCHOOL GONDAL (FEMALE)(P),Gondal,101020201,,0,34,34,,,
Gondal,101020202,,0,320,320,,,,,
Gondal,101020203,,0,49,49,,,,,
Gondal,101020204,,0,222,222,,,,,
Gondal,101020209,,0,163,163,,,,,
Gondal,101020205,,0,511,511,,,,,
Gondal,101020206,,0,146,146,,,,,
Total: -,,,0,1445,1445,0,4,4,,
140,GOVT. BOYS HIGH SCHOOL HAJI SHAH (MALE) (P),Haji Shah,101010902,,480,0,480,,,
"",,Haji Shah,101010904,,438,0,438,,,
"",,Total: -,,,1271,0,1271,4,0,4
141,GOVT. BOYS HIGH SCHOOL HAJI SHAH (MALE) (P),Haji Shah,101010903,,743,0,743,,,
"",,Haji Shah,101010905,,688,0,688,,,
"",,Total: -,,,1431,0,1431,4,0,4
142,"BOARDING HOUSE BOYS HIGH SCHOOL HAJI SHAH(MALE)(P)",Haji Shah,101010906,,573,0,573,,,
"",,Haji Shah,101010907,,326,0,326,,,
"",,Total: -,,,899,0,899,3,0,3
143,"BOARDING HOUSE BOYS HIGH SCHOOL HAJI SHAH(MALE)(P)",Haji Shah,101010908,,264,0,264,,,
"",,Haji Shah,101010909,,580,0,580,,,
"",,Total: -,,,844,0,844,3,0,3
144,"GOVT. BOYS HIGH SCHOOL HAJI SHAH (SCIENCELAB) (MALE) (P)",Haji Shah,101010910,,514,0,514,,,
"",,Haji Shah,101010911,,201,0,201,,,
"",,Haji Shah,101010912,,85,0,85,,,
"",,Haji Shah,101010913,,206,0,206,,,
"",,JAMGHA,101010914,,337,0,337,,,
"",,JAMGHA,101010915,,25,0,25,,,
"",,Total: -,,,1368,0,1368,4,0,4
145,"GOVT. GIRLS PRIMARY SCHOOL, HAJI SHAH(FEMALE)(P)",Haji Shah,101010901,,0,299,299,,,
"",,Haji Shah,101010902,,0,433,433,,,
"",,Haji Shah,101010903,,0,597,597,,,
"",,Total: -,,,0,1329,1329,0,4,4
146,"GOVT. GIRLS PRIMARY SCHOOL, HAJI SHAH(FEMALE)(P)",Haji Shah,101010904,,0,387,387,,,
"",,Haji Shah,101010905,,0,604,604,,,
"",,Total: -,,,0,991,991,0,3,3
147,GOVT. GIRLS HIGH SCHOOL HAJI SHAH (FEMALE) (P),Haji Shah,101010906,,0,605,605,,,
Haji Shah,101010911,,0,172,172,,,,,
Haji Shah,101010912,,0,83,83,,,,,
Haji Shah,101010913,,0,158,158,,,,,
JAMGHA,101010914,,0,253,253,,,,,
JAMGHA,101010915,,0,18,18,,,,,
Total: -,,,0,1289,1289,0,4,4,,
Haji Shah,101010907,,0,286,286,,,,,
Haji Shah,101010908,,0,226,226,,,,,
Haji Shah,101010909,,0,497,497,,,,,
Haji Shah,101010910,,0,428,428,,,,,
149,"GOVT. BOYS PRIMARY SCHOOL ROOMIAN(COMBINED) (P)",Roomian,101010106,,465,390,855,,,
"",,Roomian,101010107,,152,122,274,,,
"",,Roomian,101010108,,149,124,273,,,
"",,Total: -,,,766,636,1402,2,2,4
150,"F-6 Colony104010101F-6 Colony104010102F-6 Colony104010103SHAHEEN COLLEGE, ARF COLONY, KAMRANMCANTONMENT (MALE)(P)F-6 PAC Kamra104010105NMTotal: -",F-6 Colony,104010101,,158,0,158,,,
"",,F-6 Colony,104010102,,279,0,279,,,
"",,F-6 Colony,104010103,,194,0,194,,,
"",,,,NM,1,0,"13662",,,
"",,F-6 PAC Kamra,104010105,,366,0,,,,
"",,,,,2,0,,,,
"",,Total: -,1000,0,1000,3,0,3,,
151,"SHAHEEN COLLEGE, ARF COLONY, KAMRACANTONMENT (MALE)(P)",F-6 Colony,104010104,,117,0,117,,,
"",,F-6 Colony,104010106,,279,0,279,,,
"",,F-6 Colony,104010107,,256,0,256,,,
"",,F-6 Colony,104010108,,127,0,127,,,
"",,Total: -,779,0,779,2,0,2,,
152,"F-6 Colony104010101F-6 Colony104010102F-6 Colony104010103SHAHEEN COLLEGE, ARF COLONY, KAMRANMCANTONMENT (FEMALE)(P)F-6 PAC Kamra104010105NMTotal: -",F-6 Colony,104010101,,0,150,150,,,
"",,F-6 Colony,104010102,,0,250,250,,,
"",,F-6 Colony,104010103,,0,183,183,,,
"",,,,NM,0,2,"23283",,,
"",,F-6 PAC Kamra,104010105,,0,328,,,,
"",,,,,0,3,,,,
"",,Total: -,0,916,916,0,3,3,,
153,"SHAHEEN COLLEGE, ARF COLONY, KAMRACANTONMENT (FEMALE)(P)",F-6 Colony,104010104,,0,100,100,,,
"",,F-6 PAC Kamra,104010106,,0,266,266,,,
"",,F-6 RFC Kamra,104010107,,0,263,263,,,
"",,F-6 Colony,104010108,,0,137,137,,,
"",,Total: -,0,766,766,0,2,2,,
154,"APF FAZAIA DEGREE COLLEGE KAMRACANTONMENT (MALE) PORTION-1(P)",Arif Colony,104010201,,150,0,150,,,
"",,NM,3,0,3,,,,,
Arif Colony,104010202,,202,0,202,,,,,
Arif Colony,104010203,,111,0,111,,,,,
Arif Colony,104010204,,204,0,204,,,,,
Arif Colony,104010205,,141,0,141,,,,,
Arif Colony,,NM,3,0,"3185",,,,,
104010206,,185,0,,,,,,,
Total: -,999,0,999,3,0,3,,,,
"F-6 Colony104010101F-6 Colony104010102F-6 Colony104010103SHAHEEN COLLEGE, ARF COLONY, KAMRANMCANTONMENT (MALE)(P)F-6 PAC Kamra104010105NMTotal: -"
Total: -
"F-6 Colony104010101F-6 Colony104010102F-6 Colony104010103SHAHEEN COLLEGE, ARF COLONY, KAMRANMCANTONMENT (MALE)(P)F-6 PAC Kamra104010105NMTotal: -",F-6 Colony,104010101,
F-6 Colony,104010102,,
F-6 Colony,104010103,,
"",,NM,
F-6 PAC Kamra,104010105,,
"F-6 Colony104010101F-6 Colony104010102F-6 Colony104010103SHAHEEN COLLEGE, ARF COLONY, KAMRANMCANTONMENT (FEMALE)(P)F-6 PAC Kamra104010105NMTotal: -",F-6 Colony,104010101,
F-6 Colony,104010102,,
F-6 Colony,104010103,,
"",,NM,
F-6 PAC Kamra,104010105,,
"F-6 Colony104010101F-6 Colony104010102F-6 Colony104010103SHAHEEN COLLEGE, ARF COLONY, KAMRANMCANTONMENT (FEMALE)(P)F-6 PAC Kamra104010105NMTotal: -"
Total: -
155,"APF FAZAIA DEGREE COLLEGE KAMRACANTONMENT (FEMALE) PORTION-1(P)",,,NM,0,3,3,,,
"",Arif Colony,104010202,,0,153,153,,,,
"",Arif Colony,104010203,,0,121,121,,,,
"",Arif Colony,104010204,,0,153,153,,,,
"",Arif Colony,104010205,,0,147,147,,,,
"",Arif Colony,,NM,0,3,"3204",,,,
"",,,104010206,,0,204,,,,
"",Total: -,0,929,929,0,3,3,,,
156,"MRF FAZAIA DEGREE COLLEGE KAMRACANTONMENT (MALE)(P)",MRF Colony,104010501,,180,0,180,,,
"",MRF Colony,104010502,,372,0,372,,,,
"",MRF Colony,104010503,,236,0,236,,,,
"",MRF Colony,104010504,,354,0,354,,,,
"",,,NM,3,0,3,,,,
"",MRF Colony,104010505,,329,0,329,,,,
"",Total: -,,,1474,0,1474,4,0,4,
157,"MRF FAZAIA DEGREE COLLEGE KAMRACANTONMENT (MALE)(P)",MRF Colony,104010506,,273,0,273,,,
"",MRF Colony,104010507,,415,0,415,,,,
"",,,NM,7,0,7,,,,
"",MRF Colony,104010508,,380,0,380,,,,
"",MRF Colony,104010601,,46,0,46,,,,
"",MRF Colony,104010706,,377,0,377,,,,
"",Total: -,,,1498,0,1498,4,0,4,
158,"BASE MINHAS FAZAIA COLLEGE, KAMRACANTONMENT (COMBINED)",Base Colony Bilal Campus,104010301,,111,108,219,,,
"",,NM,1,1,2,,,,,
Base Colony Bilal Campus,104010302,,56,55,111,,,,,
Base Colony Bilal Campus,104010303,,110,115,225,,,,,
Base Colony Bilal Campus,104010304,,136,104,240,,,,,
Base Colony Bilal Campus,104010305,,46,43,89,,,,,
Hamza Camp Colony,104010401,,168,152,320,,,,,
Hamza Camp Colony,104010402,,74,64,138,,,,,
Total: -,,,702,642,1344,2,2,4,,
AMF Colony,104010602,,159,159,318,,,,,
AMF Nai Colony,104010603,,99,96,195,,,,,
AMF Colony,104010604,,69,74,143,,,,,
AMF Colony,104010605,,63,72,135,,,,,
AMF Colony,104010606,,216,190,406,,,,,
AMF Colony,104010607,,104,110,214,,,,,
""
""
""
""
""
""
""
""
160,"GOVT. BOYS PRIMARY SCHOOL, PIND SULEMANMAKHAN (MALE)(P)",Pind Suleman Makhan,104010701,,494,0,494,,,
"",Pind Suleman Makhan,104010702,,584,0,584,,,,
"",Total: -,,,1078,0,1078,3,0,3,
161,"GOVT. BOYS PRIMARY SCHOOL, PIND SULEMANMAKHAN (FEMALE)(P)",Pind Suleman Makhan,104010701,,0,466,466,,,
"",Pind Suleman Makhan,104010702,,0,515,515,,,,
"",Total: -,,,0,981,981,0,3,3,
162,"MRF FAZAIA DEGREE COLLEGE KAMRACANTONMENT (FEMALE) (T)",MRF Colony,104010501,,0,181,181,,,
"",MRF Colony,104010502,,0,359,359,,,,
"",MRF Colony,104010503,,0,216,216,,,,
"",MRF Colony,104010504,,0,341,341,,,,
"",,,NM,0,4,"4345",,,,
"",MRF Colony,104010505,,0,345,,,,,
"",Total: -,0,1446,1446,0,4,4,,,
163,"MRF FAZAIA DEGREE COLLEGE KAMRACANTONMENT (FEMALE) (T)",MRF Colony,104010506,,0,229,229,,,
"",MRF Colony,104010507,,0,482,482,,,,
"",,,NM,0,3,3,,,,
"",MRF Colony,104010508,,0,238,238,,,,
"",MRF Colony,104010601,,0,39,39,,,,
"",MRF Colony,104010706,,0,311,311,,,,
"",Total: -,0,1302,1302,0,4,4,,,
164,"ASSISTANT DIRECTOR FISHERIES, ATTOCK (MALE)(T)",Qutba,104010703,,1130,0,1130,,,
"",Total: -,,,1130,0,1130,3,0,3,
165,"ASSISTANT DIRECTOR FISHERIES, ATTOCK (MALE)(T)",Qutba,104010704,,498,0,498,,,
"",Qutba Mor,104010705,,342,0,342,,,,
"",Bismillah Colony,104010707,,59,0,59,,,,
"",Qutba Mor,104010708,,140,0,140,,,,
"",Qutba Mor,104010709,,333,0,333,,,,
"",Total: -,1372,0,1372,4,0,4,,,
166,"CANTONMENT DISPENSARY, QUTBA MOR, KAMRACANTONMENT (FEMALE)(T)",Qutba,104010703,,0,922,922,,,
"",Total: -,,,0,922,922,0,3,3,
167,"CANTONMENT DISPENSARY, QUTBA MOR, KAMRACANTONMENT (FEMALE)(T)",Qutba,104010704,,0,409,409,,,
Qutba Mor,104010705,,0,282,282,,,,,
Bismillah Colony,104010707,,0,58,58,,,,,
Qutba Mor,104010708,,0,130,130,,,,,
Qutba Mor,104010709,,0,260,260,,,,,
Total: -,0,1139,1139,0,3,3,,,,
Artillery Center,102010101,,57,0,57,,,,,
""
""
""
""
168,"F.G.COLLEGE, ATTOCK CANTONMENT (MALE) (P)",Chungi No. 3,102010103,,295,0,295,,,
"",,Mohallah Muhammad Nagar,102010104,,363,0,363,,,
"",,,,NM,1,0,1,,,
"",,Saddar Bazar,102010203,,329,0,329,,,
"",,Total: -,1418,0,1418,4,0,4,,
169,"F.G.COLLEGE, ATTOCK CANTONMENT (MALE) (P)",Mohallah Muhammad Nagar,102010105,,310,0,0,,,
"",,Mohallah Muhammad Nagar,102010106,,327,0,0,,,
"",,Saddar Bazar,102010201,,225,0,0,,,
"",,Saddar Bazar,102010202,,449,0,0,,,
"",,,,NM,4,0,"4100",,,
"",,Saddar Bazar,102010204,,100,0,,,,
"",,Total: -,1415,0,1415,4,0,4,,
170,"GOVT. GIRLS HIGH SCHOOL NO. 2 ATTOCK(FEMALE)(P)",Artillery Center,102010101,,0,49,49,,,
"",,Mohallah Muhammad Nagar,102010102,,0,405,405,,,
"",,Chungi No. 3,102010103,,0,290,290,,,
"",,Mohallah Muhammad Nagar,102010104,,0,349,349,,,
"",,,,NM,0,1,1,,,
"",,Saddar Bazar,102010203,,0,337,337,,,
"",,Total: -,,,0,1431,1431,0,4,4
171,"GOVT. GIRLS HIGH SCHOOL NO. 2 ATTOCK(FEMALE)(P)",Mohallah Muhammad Nagar,102010105,,0,302,302,,,
"",,Mohallah Muhammad Nagar,102010106,,0,293,293,,,
"",,Saddar Bazar,102010201,,0,208,208,,,
"",,Saddar Bazar,102010202,,0,458,458,,,
"",,,,NM,0,5,5,,,
"",,Saddar Bazar,102010204,,0,105,105,,,
"",,Total: -,,,0,1371,1371,0,4,4
172,"GOVT VOCATIONAL TRAINING INSTITUTE FORWOMEN, ATTOCK (MALE)",Mohallah Kashmirian,102010301,,219,0,219,,,
"",,Kamilpur Saidan,102010302,,323,0,323,,,
"",,Kamilpur Saidan,102010303,,439,0,439,,,
"",,Total: -,,,981,0,981,3,0,3
173,"F.G. BOYS JAMSHAID HIGH SCHOOL ATTOCKCANTONMENT (MALE) (P)",Koocha Prem Nagar,102010304,,144,0,144,,,
Koocha Prem Nagar,102010305,,62,0,62,,,,,
Centre/CMH,102010401,,171,0,171,,,,,
Defence Colony,102010402,,187,0,187,,,,,
Total: -,,,564,0,564,2,0,2,,
Mohallah Kashmirian,102010301,,0,241,241,,,,,
Kamilpur Saidan,102010302,,0,357,357,,,,,
"",,,,,NM,0,1,1,,,
"",,,Total: -,,,0,1075,1075,0,3,3
"",175,"F.G. BOYS JAMSHAID HIGH SCHOOL ATTOCKCANTONMENT (FEMALE) (P)",Koocha Prem Nagar,102010304,,0,166,166,,,
"",,,Koocha Prem Nagar,102010305,,0,66,66,,,
"",,,Centre/CMH,102010401,,0,130,130,,,
"",,,Defence Colony,102010402,,0,203,203,,,
"",,,Total: -,,,0,565,565,0,2,2
"",176,"F.G. PRIMARY SCHOOL, DERI FARM, ATTOCK(COMBINED)(P)",Islam Line,102010403,,171,149,320,,,
"",,,Mohallah Noor,102010404,,317,277,594,,,
"",,,Total: -,,,488,426,914,2,1,3
"",177,F.G. BOYS HIGH SCHOOL SANJWAL CANTT (MALE)(P),Sanjwal Cantt,103010101,,245,0,245,,,
"",,,Sanjwal Cantt,103010111,,137,0,137,,,
"",,,Sanad Road Sanjwal Cantt,103010102,,86,0,86,,,
"",,,Sanjwal Cantt,103010103,,197,0,197,,,
"",,,Sanjwal Cantt,103010108,,304,0,304,,,
"",,,Sanjwal Cantt,103010109,,386,0,386,,,
"",,,,,Total: -,"1,355",0,"1,355",4,0,4
"",178,F.G. BOYS HIGH SCHOOL SANJWAL CANTT (MALE)(P),Sanjwal Cantt,103010104,,216,0,216,,,
"",,,Sanjwal Cantt,103010110,,205,0,205,,,
"",,,,,NM,2,0,2,,,
"",,,Mohallah Shah Nagar,103010105,,96,0,96,,,
"",,,Ahmed Abad,103010106,,387,0,387,,,
"",,,Madni Colony,103010107,,352,0,352,,,
"",,,,,Total: -,"1,258",0,"1,258",4,0,4
"",179,"F.G. BOYS HIGH SCHOOL SANJWAL CANTT(FEMALE)(P)",Sanjwal Cantt,103010101,,0,225,225,,,
Sanjwal Cantt,103010111,,0,138,138,,,,,,
Sanad Road Sanjwal Cantt,103010102,,0,87,87,,,,,,
Sanjwal Cantt,103010103,,0,186,186,,,,,,
Sanjwal Cantt,103010108,,0,278,278,,,,,,
Sanjwal Cantt,103010109,,0,353,353,,,,,,
"",,Total: -,0,"1,267","1,267",0,4,4,,,
Sanjwal Cantt,103010104,,0,184,184,,,,,,
Sanjwal Cantt,103010110,,0,224,224,,,,,,
"",,NM,0,1,1,,,,,,
Mohallah Shah Nagar,103010105,,0,85,85,,,,,,
Ahmed Abad,103010106,,0,361,361,,,,,,
Madni Colony,103010107,,0,318,318,,,,,,
"",181,"GOVERNMENT BOYS ELEMENTARY SCHOOLSANJWAL (MALE)(P)",Sanjwal,101010601,,420,0,420,,,
"",,,Sanjwal,101010602,,587,0,587,,,
"",,,,,Total: -,"1,007",0,"1,007",3,0,3
"",182,"GOVERNMENT BOYS ELEMENTARY SCHOOLSANJWAL (FEMALE)(P)",Sanjwal,101010601,,0,354,354,,,
"",,,Sanjwal,101010602,,0,528,528,,,
"",,,,,Total: -,0,882,882,0,3,3
"",183,"GOVERNMENT BOYS HIGH SCHOOL KAWA(COMBINED)(P)",Kahutra,101010603,,391,341,732,,,
"",,,Kahutra,101010604,,374,333,707,,,
"",,,,,Total: -,765,674,"1,439",2,2,4
"",184,"GOVERNMENT GIRLS PRIMARY SCHOOL TARBETHI(COMBINED)(P)",Dhoke Tarbethi,101010605,,648,515,"1,163",,,
"",,,,,Total: -,648,515,"1,163",2,2,4
"",185,"GOVERNMENT GIRLS PRIMARY SCHOOL GOLRA(COMBINED) (P)",Golra,101010701,,86,74,160,,,
"",,,Golra,101010702,,167,142,309,,,
"",,,Golra,101010703,,299,237,536,,,
"",,,Golra,101010704,,308,256,564,,,
"",,,,,Total: -,860709,"1,569",2,2,4,
"",186,"GOVERNMENT BOYS PRIMARY SCHOOL GOLRA(COMBINED) (P)",Golra,101010705,,260,241,501,,,
"",,,Golra,101010707,,139,123,262,,,
"",,,,,Total: -,399,364,763,1,1,2
