39,,,Abbas Block,185010568,,101,104,205,0,Combined,,,
39 Total,,,,,,,535,522,1057,1,1,2,
40,Al-Farid Elemantary School Bhola Ghari Lahore (),,,Bola Garhi,185010101,,595,453,1048,1,1,2,Combined
40 Total,,,,,,,595,453,1048,1,1,2,
41,"Govt. High School Shahpur Kanjrah Lahore(Permanent ()",,,"Shah Pur-MaryamColony-Tahir Colony",185010102,,550,415,965,1,1,2,Combined
41,,,Rakh Thaki,185010103,,20,15,35,0,Combined,,,
41 Total,,,,,,,570,430,1000,1,1,2,
42,,,EME Society,185010901,,211,0,211,3,Male,,,
42,,,EME Society,185010920,,176,0,176,0,Male,,,
"",S.No.,"No. and Name of Polling StationLahore Grammer School EME Society Lahore ()","In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths2","FemaleBooths1","TotalBooths",Type,,
"",,,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
"",1,2,3,4,5,6,7,8,9,10,11,12,13,14
"",42,,,,EME Society,185010902,,241,0,241,,,0,Male
"",42,,,EME Society,185010921,,155,0,155,0,Male,,,
"",42,,,EME Society,185010903,,191,0,191,0,Male,,,
"",42,,,EME Society,185010904,,209,0,209,0,Male,,,
"",42 Total,,,,,,,1183,0,1183,2,1,3,
"",43,"Lahore Grammar School, LAS EME, DHA, Lahore",,,EME Society,185010901,,0,226,226,2,2,4,Female
"",43,,,EME Society,185010920,,0,196,196,0,Female,,,
"",43,,,EME Society,185010902,,0,192,192,0,Female,,,
"",43,,,EME Society,185010921,,0,210,210,0,Female,,,
"",43,,,EME Society,185010903,,0,187,187,0,Female,,,
"",43,,,EME Society,185010904,,0,179,179,0,Female,,,
"",43 Total,,,,,,,0,1190,1190,2,2,4,
"",44,"Rukhsana Public School Mohafiz Town, Lahore ()",,,Shah Pur - Khan Pur,185010908,,513,0,513,4,0,4,Male
"",44,,,Shah Pur - Khan Pur,185010909,,282,0,282,0,Male,,,
"",44,,,Shah Pur - Khan Pur,185010910,,189,0,189,0,Male,,,
"",44,,,Shah Pur - Khan Pur,185010922,,142,0,142,0,Male,,,
"",44,,,Shah Pur - Khan Pur,185010923,,99,0,99,0,Male,,,
"",44,,,Shah Pur - Khan Pur,185010911,,279,0,279,0,Male,,,
"",44 Total,,,,,,,1504,0,1504,4,0,4,
"",45,Rukhsana Public School Mohafiz Town Lahore (),,,Shah Pur - Khan Pur,185010908,,0,432,432,0,2,2,Female
"",45,,,Shah Pur - Khan Pur,185010911,,0,174,174,0,Female,,,
"",45,,,Shah Pur - Khan Pur,185010909,,0,614,614,0,Female,,,
"",45,,,Shah Pur - Khan Pur,185010910,,0,0,0,0,Female,,,
"",45,,,Shah Pur - Khan Pur,185010922,,0,0,0,0,Female,,,
"",45,,,Shah Pur - Khan Pur,185010923,,0,0,0,0,Female,,,
"",45 Total,,,,,,,0,1220,1220,0,2,2,
"",46,"Govt. High School Shahpur Kanjrah Lahore(Permanent ()",,,"Pasco Housing SchemeSociety ( Ameer Kot)",185010803,,371,334,705,1,1,2,Combined
"",46,,,"Eden Canal Villas(Ameer Kot)",185010801,,66,69,135,0,Combined,,,
"",46,,,"Eden Canal Villas(Ameer Kot)",185010802,,55,48,103,0,Combined,,,
"",46,,,"Edin Canal Villas(Ameer Kot)",185010804,,55,72,127,0,Combined,,,
"",46 Total,,,,,,,547,523,1070,1,1,2,
"",47,,,Shah Pur - Khan Pur,185010912,,97,58,155,4,Combined,,,
S.No.,"No. and Name of Polling StationGovernment Primary School Khanpur, Lahore(Permanent) ()","In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths2","FemaleBooths2","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14
47,,,,Shah Pur - Khan Pur,185010925,,104,58,162,,,0,Combined
47,,,Shah Pur - Khan Pur,185010926,,115,76,191,0,Combined,,,
47,,,Shah Pur - Khan Pur,185010927,,1,49,50,0,Combined,,,
47,,,Shah Pur - Khan Pur,185010928,,99,48,147,0,Combined,,,
47,,,Shah Pur - Khan Pur,185010929,,146,50,196,0,Combined,,,
47,,,Shah Pur - Khan Pur,185010930,,68,80,148,0,Combined,,,
47,,,Shah Pur - Khan Pur,185010931,,43,47,90,0,Combined,,,
47,,,Shah Pur - Khan Pur,185010932,,45,48,93,0,Combined,,,
47,,,Shah Pur - Khan Pur,185010933,,99,49,148,0,Combined,,,
47,,,Shah Pur - Khan Pur,185010934,,46,48,94,0,Combined,,,
47,,,Shah Pur - Khan Pur,185010936,,47,49,96,0,Combined,,,
47,,,Shah Pur - Khan Pur,185010937,,46,26,72,0,Combined,,,
47 Total,,,,,,,1067,766,1833,2,2,4,
48,"Government PrimarySchool Khanpur, Lahore (Permanent) ()",,,Shah Pur - Khan Pur,185010915,,367,0,367,2,0,2,Male
48,,,Shah Pur - Khan Pur,185010916,,815,0,815,0,Male,,,
48 Total,,,,,,,1182,0,1182,2,0,2,
49,"Government Primary School Khanpur, Lahore(Permanent) ()",,,Shah Pur - Khan Pur,185010915,,0,376,376,0,2,2,Female
49,,,Shah Pur - Khan Pur,185010916,,0,553,553,0,Female,,,
49 Total,,,,,,,0,929,929,0,2,2,
50,"Govt. boys P/S, Peer Mudrassa Khairpur",,,Shah Pur - Khan Pur,185010913,,1313,0,1313,3,0,3,Male
50,,,Shah Pur - Khan Pur,185010914,,0,0,0,0,Male,,,
50 Total,,,,,,,1313,0,1313,3,0,3,
51,"Government Girls High School Shahpur, Lahore(Permanent) ()",,,Shah Pur - Khan Pur,185010913,,0,1001,1001,0,2,2,Female
51,,,Shah Pur - Khan Pur,185010914,,0,0,0,0,Female,,,
51 Total,,,,,,,0,1001,1001,0,2,2,
52,"Govt. boys P/S, Peer Mudrassa Khairpur",,,Shah Pur - Khan Pur,185010917,,635,0,635,3,0,3,Male
52,,,Shah Pur - Khan Pur,185010918,,123,0,123,0,Male,,,
52,,,Shah Pur - Khan Pur,185010919,,494,0,494,0,Male,,,
52 Total,,,,,,,1252,0,1252,3,0,3,
53,,,Shah Pur - Khan Pur,185010938,,881,0,881,3,Male,,,
"",S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,,
"",1,"Government  Grils  Prim2ary School, Khanpur,",3,4,5,6,7,8,9,10,131,102,13,14
"",53,Lahore. (Permanent) (),,,Shah Pur - Khan Pur,185010939,,324,0,324,,,0,Male
"",53 Total,,,,,,,1205,0,1205,3,0,3,
"",54,"Government  Girls Primary School, Khanpur,Lahore. (Permanent) ()",,,Shah Pur - Khan Pur,185010917,,0,918,918,0,3,3,Female
"",54,,,Shah Pur - Khan Pur,185010918,,0,159,159,0,Female,,,
"",54,,,Shah Pur - Khan Pur,185010919,,0,461,461,0,Female,,,
"",54,,,Shah Pur - Khan Pur,185010938,,0,164,164,0,Female,,,
"",54,,,Shah Pur - Khan Pur,185010939,,0,129,129,0,Female,,,
"",54 Total,,,,,,,0,1831,1831,0,3,3,
"",55,"Govt. Boys P/S, gopay Rai, Lahore",,,Ghopay Raye,185010302,1-1000,1000,0,1000,2,0,2,Male
"",55 Total,,,,,,,1000,0,1000,2,0,2,
"",56,"Government  Boys Primary  School, Gopay Rai,Lahore. (Permanent)()",,,Ghopay Raye,185010302,1001-2304,1304,0,1304,2,0,2,Male
"",56 Total,,,,,,,1304,0,1304,2,0,2,
"",57,"Government  Boys Primary  School, Gopay Rai,Lahore. (Permanent) ()",,,Ghopay Raye,185010302,,0,1607,1607,0,3,3,Female
"",57 Total,,,,,,,0,1607,1607,0,3,3,
"",58,"Government Girls Primary School, Muridwal,Lahore.(Permanent)  ()",,,Mareed Wal,185010301,,1471,0,1471,3,0,3,Male
"",58 Total,,,,,,,1471,0,1471,3,0,3,
"",59,"Government Girls Primary School, Muridwali,Lahore.(Permanent) ()",,,Mareed Wal,185010301,,0,1170,1170,0,2,2,Female
"",59 Total,,,,,,,0,1170,1170,0,2,2,
"",60,"Govt. Boys P/S, Kanjra",,,Kanjrah,185010201,,677,401,1078,1,1,2,Combined
"",60,,,Kanjrah,185010202,,115,156,271,0,Combined,,,
"",60 Total,,,,,,,792,557,1349,1,1,2,
"",61,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010205,,451,0,451,4,Male,,,
"",61,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010206,,179,0,179,0,Male,,,
"",61,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010207,,24,0,24,0,Male,,,
"",61,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010208,,2,0,2,0,Male,,,
"",S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
"",1,2,3,4,5,6,7,8,9,10,11,12,13,14
"",61,,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010210,,3,0,3,,,0,Male
"",61,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010211,,100,0,100,0,Male,,,
"",61,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010212,,0,0,0,0,Male,,,
"",61,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010213,,27,0,27,0,Male,,,
"",61,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010214,,17,0,17,0,Male,,,
"",61,,,Kanjrah,185010203,,462,0,462,0,Male,,,
"",61,,,Kanjrah,185010204,,57,0,57,0,Male,,,
"",61 Total,,,,,,,1482,0,1482,4,0,4,
"",62,,,Kanjrah,185010203,,0,375,375,3,Female,,,
"",62,,,Kanjrah,185010204,,0,34,34,0,Female,,,
"",62,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010205,,0,450,450,0,Female,,,
"",62,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010206,,0,106,106,0,Female,,,
"",62,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010207,,0,2,2,0,Female,,,
"",62,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010208,,0,0,0,0,Female,,,
"",62,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010209,,0,48,48,0,Female,,,
"",62,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010210,,0,1,1,0,Female,,,
"",62,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010211,,0,86,86,0,Female,,,
"",S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
"",1,2,3,4,5,6,7,8,9,10,11,12,13,14
"",62,,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010213,,0,39,39,,,0,Female
"",62,,,"Farid Town / KotGujjra'n / Fazal PuraKanjrah",185010214,,0,80,80,0,Female,,,
"",62 Total,,,,,,,0,1221,1221,0,3,3,
"",63,"Government Boys High School ali Raza AbadLahore (Permanent) ()",,,"Rakh Khambah- FatahAbad - Hussain Abad",261010701,,1211,0,1211,3,0,3,Male
"",63,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010714,,0,0,0,0,Male,,,
"",63,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010715,,0,0,0,0,Male,,,
"",63,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010716,,188,0,188,0,Male,,,
"",63,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010717,,2,0,2,0,Male,,,
"",63,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010718,,57,0,57,0,Male,,,
"",63,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010721,,25,0,25,0,Male,,,
"",63,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010722,,6,0,6,0,Male,,,
"",63,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010725,,2,0,2,0,Male,,,
"",63,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010726,,4,0,4,0,Male,,,
"",63 Total,,,,,,,1495,0,1495,3,0,3,
"",64,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010701,,0,1104,1104,2,Female,,,
S.No.,"No. and Name of Polling StationGovernment Boys High School Ali Raza AbadLahore (Permanent) ()","In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths0","FemaleBooths2","TotalBooths",Type,,
"","Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14
64,,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010715,,0,0,0,,,0,Female
64,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010716,,0,0,0,0,Female,,,
64,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010717,,0,0,0,0,Female,,,
64,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010718,,0,31,31,0,Female,,,
64,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010721,,0,22,22,0,Female,,,
64,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010722,,0,0,0,0,Female,,,
64,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010725,,0,0,0,0,Female,,,
64,,,"Rakh Khambah- FatahAbad - Hussain Abad",261010726,,0,1,1,0,Female,,,
64 Total,,,,,,,0,1158,1158,0,2,2,
65,"BHQ Ali Raza Abad, Tariq Ismail Road",,,Ali Raza Abad,261010739,,115,0,115,1,0,1,Male
65,,,Ali Raza Abad,261010740,,0,0,0,0,Male,,,
65,,,Ali Raza Abad,261010741,,0,0,0,0,Male,,,
65,,,Ali Raza Abad,261010742,,16,0,16,0,Male,,,
65,,,Ali Raza Abad,261010743,,49,0,49,0,Male,,,
65,,,Ali Raza Abad,261010744,,41,0,41,0,Male,,,
65,,,Ali Raza Abad,261010705,,2,0,2,0,Male,,,
65,,,Ali Raza Abad,261010745,,8,0,8,0,Male,,,
65,,,Ali Raza Abad,261010746,,37,0,37,0,Male,,,
65,,,Ali Raza Abad,261010747,,64,0,64,0,Male,,,
65,,,Ali Raza Abad,261010748,,88,0,88,0,Male,,,
65,,,Ali Raza Abad,261010749,,15,0,15,0,Male,,,
65 Total,,,,,,,435,0,435,1,0,1,
66,,,Ali Raza Abad,261010739,,0,97,97,2,Female,,,
66,,,Ali Raza Abad,261010740,,0,0,0,0,Female,,,
66,,,Ali Raza Abad,261010741,,0,0,0,0,Female,,,
66,,,Ali Raza Abad,261010742,,0,19,19,0,Female,,,
"",S.No.,"No. and Name of Polling StationRural Health Dispensary , Ali Raza Abad","In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths0","FemaleBooths2","TotalBooths",Type,,
"",,,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
"",1,2,3,4,5,6,7,8,9,10,11,12,13,14
"",66,,,,Ali Raza Abad,261010743,,0,29,29,,,0,Female
"",66,,,Ali Raza Abad,261010744,,0,42,42,0,Female,,,
"",66,,,Ali Raza Abad,261010705,,0,1,1,0,Female,,,
"",66,,,Ali Raza Abad,261010745,,0,15,15,0,Female,,,
"",66,,,Ali Raza Abad,261010746,,0,26,26,0,Female,,,
"",66,,,Ali Raza Abad,261010747,,0,47,47,0,Female,,,
"",66,,,Ali Raza Abad,261010748,,0,50,50,0,Female,,,
"",66,,,Ali Raza Abad,261010749,,0,5,5,0,Female,,,
"",66,,,"#N/A",,,,,0,0,Female,,,
"",66 Total,,,,,,,0,331,331,0,2,2,
"",67,"Government Boys High School Ali Raza AbadLahore (Permanent) ()",,,Ali Raza Abad,261010702,,302,0,302,2,0,2,Male
"",67,,,Ali Raza Abad,261010727,,146,0,146,0,Male,,,
"",67,,,Ali Raza Abad,261010728,,153,0,153,0,Male,,,
"",67,,,Ali Raza Abad,261010703,,121,0,121,0,Male,,,
"",67,,,Ali Raza Abad,261010729,,228,0,228,0,Male,,,
"",67,,,Ali Raza Abad,261010730,,226,0,226,0,Male,,,
"",67 Total,,,,,,,1176,0,1176,2,0,2,
"",68,"Government Boys High School Ali Raza Abad,Lahore. (Permanent) ()",,,Ali Raza Abad,261010702,,0,233,233,0,2,2,Female
"",68,,,Ali Raza Abad,261010727,,0,127,127,0,Female,,,
"",68,,,Ali Raza Abad,261010728,,0,114,114,0,Female,,,
"",68,,,Ali Raza Abad,261010703,,0,84,84,0,Female,,,
"",68,,,Ali Raza Abad,261010729,,0,128,128,0,Female,,,
"",68,,,Ali Raza Abad,261010730,,0,228,228,0,Female,,,
"",68 Total,,,,,,,0,914,914,0,2,2,
"",69,,,"Kachi Kothi - AzeemAbad",261010706,,543,0,543,2,Male,,,
"",69,,,"Kachi Kothi - AzeemAbad",261010751,,49,0,49,0,Male,,,
"",69,,,"Kachi Kothi - AzeemAbad",261010752,,39,0,39,0,Male,,,
"",69,,,"Kachi Kothi - AzeemAbad",261010753,,48,0,48,0,Male,,,
"",69,,,"Kachi Kothi - AzeemAbad",261010754,,73,0,73,0,Male,,,
"",69,,,"Kachi Kothi - AzeemAbad",261010755,,52,0,52,0,Male,,,
"",69,,,"Kachi Kothi - AzeemAbad",261010707,,146,0,146,0,Male,,,
S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14
69,,,,"Kachi Kothi - AzeemAbad",261010757,,46,0,46,,,0,Male
69,,,"Kachi Kothi - AzeemAbad",261010758,,98,0,98,0,Male,,,
69 Total,,,,,,,1136,0,1136,2,0,2,
70,"Govt. Boys P/S, Barkat Pura",,,"Kachi Kothi - AzeemAbad",261010706,,0,470,470,0,2,2,Female
70,,,"Kachi Kothi - AzeemAbad",261010751,,0,51,51,0,Female,,,
70,,,"Kachi Kothi - AzeemAbad",261010752,,0,20,20,0,Female,,,
70,,,"Kachi Kothi - AzeemAbad",261010753,,0,34,34,0,Female,,,
70,,,"Kachi Kothi - AzeemAbad",261010754,,0,50,50,0,Female,,,
70,,,"Kachi Kothi - AzeemAbad",261010755,,0,47,47,0,Female,,,
70,,,"Kachi Kothi - AzeemAbad",261010707,,0,86,86,0,Female,,,
70,,,"Kachi Kothi - AzeemAbad",261010756,,0,34,34,0,Female,,,
70,,,"Kachi Kothi - AzeemAbad",261010757,,0,40,40,0,Female,,,
70,,,"Kachi Kothi - AzeemAbad",261010758,,0,72,72,0,Female,,,
70 Total,,,,,,,0,904,904,0,2,2,
71,,,"Raheem Abad ShabirAmam colony",261010708,,1098,0,1098,4,Male,,,
71,,,"Raheem Abad ShabirAmam colony",261010759,,295,0,295,0,Male,,,
71,,,"Raheem Abad ShabirAmam colony",261010760,,0,0,0,0,Male,,,
71,,,"Raheem Abad ShabirAmam colony",261010761,,6,0,6,0,Male,,,
71,,,"Raheem Abad ShabirAmam colony",261010762,,0,0,0,0,Male,,,
71,,,"Raheem Abad ShabirAmam colony",261010768,,0,0,0,0,Male,,,
71,,,"Raheem Abad ShabirAmam colony",261010769,,0,0,0,0,Male,,,
71,,,"Raheem Abad ShabirAmam colony",261010770,,110,0,110,0,Male,,,
S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14
71,,,,"Raheem Abad ShabirAmam colony",261010771,,25,0,25,,,0,Male
71,,,"Raheem Abad ShabirAmam colony",261010772,,146,0,146,0,Male,,,
71 Total,,,,,,,1805,0,1805,4,0,4,
72,"Government Boys Primary School Kachi KhotiLahore (Permanent) ()",,,"Raheem Abad ShabirAmam colony",261010708,,0,545,545,0,4,4,Female
72,,,"Raheem Abad ShabirAmam colony",261010759,,0,194,194,0,Female,,,
72,,,"Raheem Abad ShabirAmam colony",261010760,,0,0,0,0,Female,,,
72,,,"Raheem Abad ShabirAmam colony",261010761,,0,2,2,0,Female,,,
72,,,"Raheem Abad ShabirAmam colony",261010762,,0,0,0,0,Female,,,
72,,,"Raheem Abad ShabirAmam colony",261010768,,0,0,0,0,Female,,,
72,,,"Raheem Abad ShabirAmam colony",261010769,,0,0,0,0,Female,,,
72,,,"Raheem Abad ShabirAmam colony",261010770,,0,219,219,0,Female,,,
72,,,"Raheem Abad ShabirAmam colony",261010709,,0,42,42,0,Female,,,
72,,,"Raheem Abad ShabirAmam colony",261010771,,0,56,56,0,Female,,,
72,,,"Raheem Abad ShabirAmam colony",261010772,,0,220,220,0,Female,,,
72 Total,,,,,,,0,1278,1278,0,4,4,
73,,,Nisaar Abad,261010712,,89,0,89,2,Male,,,
73,,,Nisaar Abad,261010782,,145,0,145,0,Male,,,
73,,,Nisaar Abad,261010783,,193,0,193,0,Male,,,
73,,,Nisaar Abad,261010784,,2,0,2,0,Male,,,
73,,,Nisaar Abad,261010785,,0,0,0,0,Male,,,
73,,,Nisaar Abad,261010786,,0,0,0,0,Male,,,
73,,,Nasir Abad,261010710,,717,0,717,0,Male,,,
73,,,Nasir Abad,261010773,,0,0,0,0,Male,,,
73,,,Nasir Abad,261010774,,0,0,0,0,Male,,,
73,,,Nasir Abad,261010775,,0,0,0,0,Male,,,
73,,,Nasir Abad,261010776,,0,0,0,0,Male,,,
73,,,Nasir Abad,261010777,,49,0,49,0,Male,,,
73,,,Nasir Abad,261010778,,39,0,39,0,Male,,,
S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14
73,,,,Nasir Abad,261010779,,0,0,0,,,0,Male
73,,,Nasir Abad,261010780,,0,0,0,0,Male,,,
73,,,Khaliq Abad,261010713,,180,0,180,0,Male,,,
73,,,Nasir Abad,261010781,,102,0,102,0,Male,,,
73 Total,,,,,,,1653,0,1653,2,0,2,
74,"Govt. Girls Elemintary School Khamba PindLahore.(Permanent) ( )",,,Nasir Abad,261010710,,0,485,485,0,2,2,Female
74,,,Nasir Abad,261010773,,0,0,0,0,Female,,,
74,,,Nasir Abad,261010774,,0,0,0,0,Female,,,
74,,,Nasir Abad,261010775,,0,45,45,0,Female,,,
74,,,Nasir Abad,261010776,,0,0,0,0,Female,,,
74,,,Nasir Abad,261010777,,0,32,32,0,Female,,,
74,,,Nasir Abad,261010778,,0,138,138,0,Female,,,
74,,,Nasir Abad,261010711,,0,55,55,0,Female,,,
74,,,Nasir Abad,261010779,,0,0,0,0,Female,,,
74,,,Nasir Abad,261010780,,0,0,0,0,Female,,,
74,,,Nasir Abad,261010781,,0,88,88,0,Female,,,
74,,,Nisaar Abad,261010712,,0,70,70,0,Female,,,
74,,,Nisaar Abad,261010782,,0,37,37,0,Female,,,
74,,,Nisaar Abad,261010783,,0,135,135,0,Female,,,
74,,,Nisaar Abad,261010784,,0,41,41,0,Female,,,
74,,,Nisaar Abad,261010785,,0,0,0,0,Female,,,
74,,,Khaliq Abad,261010713,,0,125,125,0,Female,,,
74,,,Nisaar Abad,261010786,,0,0,0,0,Female,,,
74 Total,,,,,,,0,1251,1251,0,2,2,
75,"Govt. Girls High School, Bhubatian",,,"Bhobtian, Sardar Town,Basti Haider Shah",261010301,,1087,0,1087,3,0,3,male
75 Total,,,,,,,1087,0,1087,3,0,3,
76,,,"Bhobtian, Sardar Town,Basti Haider Shah",261010318,,700,0,700,4,Male,,,
76,,,"Bhobtian, Sardar Town,Basti Haider Shah",261010319,,108,0,108,0,Male,,,
76,,,"Bhobtian, Sardar Town,Basti Haider Shah",261010320,,84,0,84,0,Male,,,
76,,,"Bhobtian, Sardar Town,Basti Haider Shah",261010321,,189,0,189,0,Male,,,
S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
