"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",,,Mirza Bhangsinka,170031005,-,-,,183,0,183,,,
"",117  Total,,,,-,-,-,1109,0,1109,2,0,2
"",118,Govt. Boys High School Mirza Bhangsinka,Mirza Bhangsinka,170031001,-,-,,0,162,162,0,2,2
"",,,Mirza Bhangsinka,170031002,-,-,,0,118,118,,,
"",,,Mirza Bhangsinka,170031003,-,-,,0,131,131,,,
"",,,Mirza Bhangsinka,170031004,-,-,,0,276,276,,,
"",,,Mirza Bhangsinka,170031005,-,-,,0,134,134,,,
"",118  Total,,,,-,-,-,0,821,821,0,2,2
"",119,Govt. Boys Primary School Husseke Awal,Husseke,170040308,-,-,,617,562,1179,2,1,3
"",120,"Govt. Girls Primary School, Husseke Awal",Barhak Pur,170040306,-,-,,308,239,547,2,1,3
"",,,Husseke,170040307,-,-,,464,325,789,,,
"",120  Total,,,,-,-,-,772,564,1336,2,1,3
"",121,Govt. Primary School Thatha Raika,Thatha Raika,170030705,-,-,,442,397,839,1,1,2
"",121  Total,,,,-,-,-,442,397,839,1,1,2
"",122,Govt.  Primary School Fatehki,Fatehki,170030801,-,-,,247,0,247,2,0,2
"",,,Fatehki,170030802,-,-,,467,0,467,,,
"",,,Fatehki,170030803,-,-,,517,0,517,,,
"",122  Total,,,,-,-,-,1231,0,1231,2,0,2
"",123,Govt.  Primary School Fatehki,Fatehki,170030801,-,-,,0,188,188,0,2,2
"",,,Fatehki,170030802,-,-,,0,294,294,,,
"",,,Fatehki,170030803,-,-,,0,392,392,,,
"",123  Total,,,,-,-,-,0,874,874,0,2,2
"",124,"Govt. Secondary School Thatha KheruMutmal","Thatha KheruMutmal",170030804,-,-,,549,0,549,2,0,2
"",,,"Thatha KheruMutmal",170030807,-,-,,528,0,528,,,
"",124  Total,,,,-,-,-,1077,0,1077,2,0,2
"",125,"Govt. Secondary School Thatha KheruMutmal","Thatha KheruMutmal",170030805,-,-,,324,0,324,2,0,2
"",,,"Thatha KheruMutmal",170030806,-,-,,598,0,598,,,
"",125 Total,,,,-,-,-,922,0,922,2,0,2
"",126,Govt. Girls High School Thatha Kheru Mutmal,"Thatha KheruMutmal",170030804,-,-,,0,397,397,0,2,2
"",,,"Thatha KheruMutmal",170030805,-,-,,0,225,225,,,
"",,,"Thatha KheruMutmal",170030806,-,-,,0,462,462,,,
"",,,"Thatha KheruMutmal",170030807,-,-,,0,390,390,,,
"",126  Total,,,,-,-,-,0,1474,1474,0,2,2
"",127,Govt. Boys Primary School Bahoo Man,Bahoo Man,170030810,-,-,,833,668,1501,2,1,3
"",127  Total,,,,-,-,-,833,668,1501,2,1,3
"",128,Govt. High School Shori Maneka,Shori Maneka,170030901,-,-,,762,0,762,3,0,3
"",,,Shori Maneka,170030902,-,-,,108,0,108,,,
"",,,Shori Maneka,170030903,-,-,,411,0,411,,,
"",128  Total,,,,-,-,-,1281,0,1281,3,0,3
"",129,Govt. Girls Elementary School Shori Maneka,Shori Maneka,170030901,-,-,,0,625,625,0,2,2
"",,,Shori Maneka,170030902,-,-,,0,86,86,,,
"",,,Shori Maneka,170030903,-,-,,0,334,334,,,
"",129  Total,,,,-,-,-,0,1045,1045,0,2,2
"",130,"Govt.  High School, Kot Nakka (East Side)",Kot Nakka,170030102,-,-,,281,0,281,3,0,3
"",,,Kot Nakka,170030103,-,-,,198,0,198,,,
"",,,Kot Nakka,170030104,-,-,,714,0,714,,,
"",130  Total,,,,-,-,-,1193,0,1193,3,0,3
"",131,"Govt.  High School, Kot Nakka (West Side)",Kot Nakka,170030102,-,-,,0,197,197,0,2,2
"",,,Kot Nakka,170030103,-,-,,0,171,171,,,
"",,,Kot Nakka,170030104,-,-,,0,605,605,,,
"",131  Total,,,,-,-,-,0,973,973,0,2,2
"",132,Govt. Primary  School Sharbaga,Kot Nakka,170030108,-,-,,622,446,1068,1,1,2
"",132  Total,,,,-,-,-,622,446,1068,1,1,2
"",133,Govt. Girls Elementary School Kishan Garh,Kishan Garh,170030109,-,-,,664,485,1149,1,1,2
"",134,"Basic Health Unit, Kot Nakka",Kot Nakka,170030105,-,-,,415,355,770,1,1,2
"",134  Total,,,,-,-,-,415,355,770,1,1,2
"",135,"Govt.  Primary School Chattar Wala PindiBhattian",Kot Gurdat Singh,170030701,-,-,,457,299,756,1,1,2
"",135  Total,,,,-,-,-,457,299,756,1,1,2
"",136,Govt. Girls High School Kot Nakka,Kot Nakka,170030106,-,-,,1173,0,1173,2,0,2
"",136 Total,,,,-,-,-,1173,0,1173,2,0,2
"",137,Govt. Girls High School Kot Nakka,Kot Nakka,170030106,-,-,,0,1126,1126,0,2,2
"",137  Total,,,,-,-,-,0,1126,1126,0,2,2
"",138,"Govt. Girls High School Kot Nakka(Combined)",Kot Nakka,170030101,-,-,,564,425,989,1,1,2
"",138  Total,,,,-,-,-,564,425,989,1,1,2
"",139,Govt. Girls Primary  School Sharbaga,Kot Nakka,170030107,-,-,,632,446,1078,1,1,2
"",139  Total,,,,-,-,-,632,446,1078,1,1,2
"",140,Govt. Elementary School Chah Anah,"Chah Anna, ThthaLangar",170030702,-,-,,645,0,645,3,0,3
"",,,"Chah Anna, ThthaLangar",170030703,-,-,,559,0,559,,,
"",140  Total,,,,-,-,-,1204,0,1204,3,0,3
"",141,Govt. Girls Elementary School Chah Anah,"Chah Anna, ThthaLangar",170030702,-,-,,0,524,524,0,2,2
"",,,"Chah Anna, ThthaLangar",170030703,-,-,,0,404,404,,,
"",141  Total,,,,-,-,-,0,928,928,0,2,2
"",142,Govt. Primary School Thatha Malian,Thatha Malian,170030604,-,-,,613,0,613,2,0,2
"",,,Pakkay,170030605,-,-,,331,0,331,,,
"",142  Total,,,,-,-,-,944,0,944,2,0,2
"",143,Govt. Primary School Thatha Malian,Thatha Malian,170030604,-,-,,0,503,503,0,2,2
"",,,Pakkay,170030605,-,-,,0,238,238,,,
"",143  Total,,,,-,-,-,0,741,741,0,2,2
"",144,Govt. Primary School Chak No. 1,Chak No.1,170030401,-,-,,762,709,1471,2,1,3
"",144  Total,,,,-,-,-,762,709,1471,2,1,3
"",145,"Govt. Secondary  School, ZakheeraBeranwala (Chak No.2)",Chak No.2,170030402,-,-,,622,0,622,2,0,2
"",,,Chak No.3,170030403,-,-,,325,0,325,,,
"",145  Total,,,,-,-,-,947,0,947,2,0,2
"",146,Govt. Boys High School Chak No.2,Chak No.2,170030402,-,-,,0,467,467,0,2,2
"",,,Chak No.3,170030403,-,-,,0,255,255,,,
"",146  Total,,,,-,-,-,0,722,722,0,2,2
"",147,Govt. Girls High School Mustafa Abad,Mustafa Abad,170030201,-,-,,459,0,459,2,0,2
"",,,Mustafa Abad,170030206,-,-,,523,0,523,,,
"",147  Total,,,,-,-,-,982,0,982,2,0,2
"",148,Govt. Girls High School Mustafa Abad,Mustafa Abad,170030201,-,-,,0,409,409,0,2,2
"",,,Mustafa Abad,170030206,-,-,,0,399,399,,,
"",148  Total,,,,-,-,-,0,808,808,0,2,2
"",149,Govt. Boys Elementary School Mustafa Abad,Mustafa Abad,170030202,-,-,,537,0,537,2,0,2
"",,,Mustafa Abad,170030203,-,-,,443,0,443,,,
"",149  Total,,,,-,-,-,980,0,980,2,0,2
"",150,Govt. Boys Elementary School Mustafa Abad,Mustafa Abad,170030202,-,-,,0,453,453,0,2,2
"",,,Mustafa Abad,170030203,-,-,,0,451,451,,,
"",150  Total,,,,-,-,-,0,904,904,0,2,2
"",151,Govt. Basic Health Center Mustafa Abad,Mustafa Abad,170030204,-,-,,743,0,743,2,0,2
"",,,Mustafa Abad,170030205,-,-,,275,0,275,,,
"",151  Total,,,,-,-,-,1018,0,1018,2,0,2
Mustafa Abad,170030204,-,-,,0,618,618,,,,,,
"",152 Total,,,,-,-,-,0,910,910,0,2,2
"",153,Govt.  Primary School Tibba Shah Behlol,"Badar Ali / TibbaShah Behlol",170030501,-,-,,121,0,121,2,0,2
"",,,"Badar Ali / TibbaShah Behlol",170030502,-,-,,414,0,414,,,
"",,,"Badar Ali / TibbaShah Behlol",170030503,-,-,,232,0,232,,,
"",,,"Badar Ali / PumpShah Nawaz",170030504,-,-,,257,0,257,,,
"",153  Total,,,,-,-,-,1024,0,1024,2,0,2
"",154,Govt.  Primary School Tibba Shah Behlol,"Badar Ali / TibbaShah Behlol",170030501,-,-,,0,78,78,0,2,2
"",,,"Badar Ali / TibbaShah Behlol",170030502,-,-,,0,245,245,,,
"",,,"Badar Ali / TibbaShah Behlol",170030503,-,-,,0,149,149,,,
"",,,"Badar Ali / PumpShah Nawaz",170030504,-,-,,0,172,172,,,
"",154  Total,,,,-,-,-,0,644,644,0,2,2
"",155,"Govt. Primary School  Dhari Wala, Badar Ali","Badar Ali / BastiThabal, Dhari Wala",170030505,-,-,,377,255,632,2,1,3
"",,,"Badar Ali / BastiThabal, Dhari Wala",170030506,-,-,,387,292,679,,,
"",155  Total,,,,-,-,-,764,547,1311,2,1,3
"",156,"Govt. Primary School Badar Ali (Kot BadarDin)","Badar Ali / BastiThabal/Kot BadarDin",170030507,-,-,,552,442,994,1,1,2
"",,,"Badar Ali / BastiThabal/Kot BadarDin",170030508,-,-,,207,156,363,,,
"",156 Total,,,,-,-,-,759,598,1357,1,1,2
"",157,Govt.  Primary School Attaranwala,"Badar Ali /Attaranwala",170030512,-,-,,418,348,766,1,1,2
"",157  Total,,,,-,-,-,418,348,766,1,1,2
"",158,Govt. Primary School Chokairian,"Badar Ali /Beranwala",170030509,-,-,,218,139,357,2,1,3
"",,,"Badar Ali /Chokairian",170030510,-,-,,578,452,1030,,,
"",158  Total,,,,-,-,-,796,591,1387,2,1,3
"",159,Govt. Boys Primary School Ghubrika,Badar Ali /Gubrika,170030513,-,-,,504,0,504,2,0,2
"",,,Badar Ali /Gubrika,170030514,-,-,,411,0,411,,,
"",159  Total,,,,-,-,-,915,0,915,2,0,2
"",160,Govt. Boys Primary School Ghubrika,Badar Ali /Gubrika,170030513,-,-,,0,374,374,0,2,2
"",,,Badar Ali /Gubrika,170030514,-,-,,0,320,320,,,
"",160  Total,,,,-,-,-,0,694,694,0,2,2
"",161,Govt. Girls  Primary School Chak No.474,"Chak No.474,Beranwala",170030301,-,-,,506,417,923,2,1,3
"",,,"Badar Ali /Japianwala",170030511,-,-,,223,185,408,,,
"",161  Total,,,,-,-,-,729,602,1331,2,1,3
Hujan,170030809,-,-,,504,381,885,,,,,,
"",,,Rakh Pindi Bhattian,170030812,-,-,,5,9,14,,,
"",162  Total,,,,-,-,-,705,543,1248,2,1,3
"",163,Govt. Girls Primary School Thatha Karimdad,Thatha Karimdad,170010201,-,-,,592,431,1023,2,1,3
"",,,Noon Bhai Khan,170030601,-,-,,219,200,419,,,
"",163  Total,,,,-,-,-,811,631,1442,2,1,3
"",164,Govt. Boys Primary School Thatha Karimdad,Thatha Karimdad,170010202,-,-,,537,441,978,1,1,2
"",164 Total,,,,-,-,-,537,441,978,1,1,2
"",165,"Govt. Girls Primary School Havaili KareemDad",Thatha Karimdad,170010203,-,-,,494,419,913,2,1,3
"",,,Thatha Karimdad,170010204,-,-,,359,251,610,,,
"",165 Total,,,,-,-,-,853,670,1523,2,1,3
"",166,Govt.  High School Machonikka,Machonikka,170030602,-,-,,485,0,485,3,0,3
"",,,Machonikka,170030603,-,-,,787,0,787,,,
"",166  Total,,,,-,-,-,1272,0,1272,3,0,3
"",167,Govt. Girls Primary School Machonikka,Machonikka,170030602,-,-,,0,307,307,0,2,2
"",,,Machonikka,170030603,-,-,,0,743,743,,,
"",167  Total,,,,-,-,-,0,1050,1050,0,2,2
"",168,"Govt. Girls Elementary School  Tiba ShahBehlol",Shah Behlol,170010901,-,-,,603,371,974,2,1,3
"",,,Chak Saboo,170010902,-,-,,229,130,359,,,
"",,,Kanda Bhattian,170010905,-,-,,207,166,373,,,
"",168  Total,,,,-,-,-,1039,667,1706,2,1,3
"",169,Govt. Girls  Primary School  Taharke,Taharke,170010305,-,-,,371,295,666,2,1,3
"",,,Taharke,170010306,-,-,,369,250,619,,,
"",,,Chaharke,170010308,-,-,,0,0,0,,,
"",169  Total,,,,-,-,-,740,545,1285,2,1,3
"",170,Govt. Elementary School Thathi Assiash Kalan,Thathi Assiash Kalan,170011001,-,-,,248,170,418,2,1,3
"",,,Thathi Assiash Kalan,170011002,-,-,,281,199,480,,,
"",,,"Thathi AssiashKhurd",170011004,-,-,,91,40,131,,,
"",,,"Channi RehmatKhan",170011005,-,-,,110,71,181,,,
"",170  Total,,,,-,-,-,730,480,1210,2,1,3
"",171,Govt. Primary School Siddique Abad,Chak Ghulla,170010805,-,-,,112,64,176,2,1,3
"",,,Kot Delawar,170010807,-,-,,257,181,438,,,
"",,,Siddique Abad,170010903,-,-,,239,202,441,,,
"",,,Chakki Wala,170010906,-,-,,158,118,276,,,
"",171  Total,,,,-,-,-,766,565,1331,2,1,3
"",172,"Govt. Girls  Elementary School Thathi BehlolPur",Chadhranwala,170011003,-,-,,148,95,243,2,1,3
"",,,Behlol Pur,170011101,-,-,,172,103,275,,,
"",,,Behlol Pur,170011102,-,-,,550,406,956,,,
"",172  Total,,,,-,-,-,870,604,1474,2,1,3
"",173,Govt.  Primary School  Chouchak,Shah Muhammad,170010904,-,-,,244,167,411,2,1,3
"",,,Chuchak,170011104,-,-,,184,162,346,,,
"",,,Chuchak,170011105,-,-,,284,241,525,,,
"",173  Total,,,,-,-,-,712,570,1282,2,1,3
"",174,"Govt. Boys High School Mirza  Bhattian (EastSide)",Mirza Bhattian,170010301,-,-,,172,0,172,2,0,2
"",,,Mirza Bhattian,170010302,-,-,,336,0,336,,,
"",,,Mirza Bhattian,170010303,-,-,,158,0,158,,,
"",,,Baharke,170010304,-,-,,334,0,334,,,
"",174 Total,,,,-,-,-,1000,0,1000,2,0,2
Mirza Bhattian,170010301,-,-,,0,135,135,,,,,,
"",,Side),Mirza Bhattian,170010303,-,-,,0,158,158,,,
"",,,Baharke,170010304,-,-,,0,222,222,,,
"",175  Total,,,,-,-,-,0,835,835,0,2,2
"",176,"Govt. Boys Primary School MaqsoodaBhattian",Shah Pur,170010307,-,-,,223,197,420,1,1,2
"",,,Maqsooda,170011103,-,-,,328,227,555,,,
"",176  Total,,,,-,-,-,551,424,975,1,1,2
"",177,"Govt. Boys Primary School Qila MuradBukhsh",Qila Murad Bukhsh,170010701,-,-,,439,319,758,2,1,3
"",,,Qila Murad Bukhsh,170010702,-,-,,284,194,478,,,
"",177  Total,,,,-,-,-,723,513,1236,2,1,3
"",178,Govt.  Primary School Chohdo Ahmed Yar,Chohdo Ahmed Yar,170031008,-,-,,544,0,544,2,0,2
"",,,Chohdo Ahmed Yar,170031009,-,-,,181,0,181,,,
"",,,Chohdo Bahadreki,170031010,-,-,,165,0,165,,,
"",178  Total,,,,-,-,-,890,0,890,2,0,2
"",179,Govt. Primary School Chohdo Ahmed Yar,Chohdo Ahmed Yar,170031008,-,-,,0,426,426,0,2,2
"",,,Chohdo Ahmed Yar,170031009,-,-,,0,140,140,,,
"",,,Chohdo Bahadreki,170031010,-,-,,0,121,121,,,
"",179  Total,,,,-,-,-,0,687,687,0,2,2
"",180,Govt. Primary School Garhi Mambran,Garhi Mambran,170031006,-,-,,301,213,514,2,1,3
"",,,Garhi Mambran,170031007,-,-,,288,182,470,,,
"",180  Total,,,,-,-,-,589,395,984,2,1,3
"",181,Govt. Girls Primary School Bagh Kohna,Bagh Kohna,170010505,-,-,,306,223,529,2,1,3
"",,,Bagh Kohna,170010506,-,-,,451,320,771,,,
"",,,Chah Mirza,170010708,-,-,,37,31,68,,,
"",,,Mahloo,170010804,-,-,,41,21,62,,,
"",181  Total,,,,-,-,-,835,595,1430,2,1,3
"",182,Govt. Primary School Dullu Kalan,Dullu Kalan,170010802,-,-,,318,260,578,1,1,2
"",,,Dullu Khurd,170010803,-,-,,193,142,335,,,
"",182  Total,,,,-,-,-,511,402,913,1,1,2
"",183,Govt. Boys Primary School  Kot Nizam,Channi Rehan,170010705,-,-,,93,67,160,1,1,2
"",,,Kot Hussain,170010706,-,-,,123,90,213,,,
"",,,Bagh Nao,170010801,-,-,,371,282,653,,,
"",,,Kot Nizam,170010806,-,-,,316,225,541,,,
"",183  Total,,,,-,-,-,903,664,1567,1,1,2
"",184,Govt. Secondary School Kot Bela,Kot Bela,170010703,-,-,,398,294,692,2,1,3
"",,,Kot Bela,170010704,-,-,,301,220,521,,,
"",,,"Channi NoorMuhammad",170010707,-,-,,198,145,343,,,
"",184  Total,,,,-,-,-,897,659,1556,2,1,3
"",185,Govt.Boys Elementary School Madhora Kalan,Madhora Kalan,170050705,-,-,,569,0,569,3,0,3
"",,,Madhora Kalan,170050706,-,-,,632,0,632,,,
"",185 Total,,,,-,-,-,1201,0,1201,3,0,3
"",186,Govt. Girls Secondary School Madhora Kalan,Madhora Kalan,170050705,-,-,,0,429,429,0,2,2
"",,,Madhora Kalan,170050706,-,-,,0,511,511,,,
"",186  Total,,,,-,-,-,0,940,940,0,2,2
"",187,Govt. Primary School Dhapar Barkat Ram,Tahli Goraya,170050204,-,-,,791,580,1371,2,1,3
"",187  Total,,,,-,-,-,791,580,1371,2,1,3
"",188,Govt. Boys Primary School Bhopa Lodhika,Bhopa Lodhika,170050104,-,-,,247,171,418,1,1,2
Naburara,170050209,-,-,,384,279,663,,,,,,
"",189,"Govt. Boys Secondary School Tahli Goraya(West Side )",Tahli Goraya,170050201,-,-,,480,382,862,2,1,3
"",,,Tahli Goraya,170050202,-,-,,215,188,403,,,
"",189 Total,,,,-,-,-,695,570,1265,2,1,3
"",190,"Govt. Girls  Secondary School Tahli Goraya,East Side",Tahli Goraya,170050203,-,-,,448,371,819,2,1,3
"",,,Tahli Goraya,170050205,-,-,,301,215,516,,,
"",190  Total,,,,-,-,-,749,586,1335,2,1,3
"",191,"Govt. Boys Primary School, Jassoke",Tahli Goraya,170050206,-,-,,331,272,603,1,1,2
"",,,Dhalke Khurd,170050208,-,-,,231,184,415,,,
"",191 Total,,,,-,-,-,562,456,1018,1,1,2
"",192,Govt. Primary School Dhalke Kalan,Dhalke Kalan,170050207,-,-,,411,304,715,1,1,2
"",,,Thatha Asalat,170050210,-,-,,65,54,119,,,
"",192 Total,,,,-,-,-,476,358,834,1,1,2
"",193,Govt. Model Primary School Garhi Gondal,Garhi Gondal,170010401,-,-,,610,471,1081,2,1,3
"",,,Garhi Gondal,170010402,-,-,,168,114,282,,,
"",,,Burj Umri,170010403,-,-,,49,31,80,,,
"",193 Total,,,,-,-,-,827,616,1443,2,1,3
"",194,Govt. Secondary School Khurram Choraira,Khurram Choraira,170010501,-,-,,273,231,504,2,1,3
"",,,Khurram Choraira,170010502,-,-,,529,434,963,,,
"",,,"Rakh Qila MuradBukhsh",170010605,-,-,,2,0,2,,,
"",194  Total,,,,-,-,-,804,665,1469,2,1,3
"",195,Govt. Primary School Mahiwala,Mahai Wala,170010404,-,-,,74,60,134,1,1,2
"",,,Garhi Androon,170010405,-,-,,201,147,348,,,
"",,,Khurram Jawaya,170010406,-,-,,100,82,182,,,
"",,,Garhi Abdullah,170010407,-,-,,109,78,187,,,
"",,,Garhi Golla,170010604,-,-,,115,92,207,,,
"",195  Total,,,,-,-,-,599,459,1058,1,1,2
"",196,Govt. Primary School Burj Masti,Burj Masti,170010601,-,-,,459,297,756,2,1,3
"",,,Dinga,170010606,-,-,,216,146,362,,,
"",196 Total,,,,-,-,-,675,443,1118,2,1,3
"",197,Govt.  Primary School Lodhray,Lundanwala,170010602,-,-,,243,179,422,1,1,2
"",,,Lodhray,170010603,-,-,,431,314,745,,,
"",197  Total,,,,-,-,-,674,493,1167,1,1,2
"",198,Govt. Boys Primary School Chohdo Khuda Yar,Chohdo Khuda Yar,170010503,-,-,,246,171,417,1,1,2
"",,,Chohdo Khuda Yar,170010504,-,-,,435,345,780,,,
"",,,Thatha Umer,170010507,-,-,,114,73,187,,,
"",198 Total,,,,-,-,-,795,589,1384,1,1,2
"",199,Govt. Boys Primary School  Sadhoke,Sadhoke,170050303,-,-,,604,0,604,2,0,2
"",,,Kan Madhora,170050304,-,-,,429,0,429,,,
"",199  Total,,,,-,-,-,1033,0,1033,2,0,2
"",200,Govt. Girls Primary School  Sadhoke,Sadhoke,170050303,-,-,,0,415,415,0,2,2
"",,,Kan Madhora,170050304,-,-,,0,291,291,,,
"",200 Total,,,,-,-,-,0,706,706,0,2,2
"",201,"Govt. Boys Primary School Thatha MonaSalabat","Thatha MonaSalabat",170050301,-,-,,517,387,904,2,1,3
"",,,"Thatha MonaSalabat",170050302,-,-,,200,136,336,,,
"",201  Total,,,,-,-,-,717,523,1240,2,1,3
"",202,Govt. Primary School Khurram Lodhi,Khurram Lodhi,170010408,-,-,,199,139,338,1,1,2
"",,,Balocha Wattoo,170050306,-,-,,192,166,358,,,
"",,,Kala Wattoo,170050305,-,-,,110,96,206,,,
"",202 Total,,,,-,-,-,501,401,902,1,1,2
