134,"Government Ahmdia Girls High School Sialkot.(P)",,,"Masjid Kobutranwali KashmiriMohallah.",178160702,,823,749,1572,,,
"",,,,,Total:,,823,749,1572,1,1,2
135,"Government  Boys Chirstian High SchoolGandam Mandi. (Male) (P)",,,"Mohallah SarayBhabrian.",178160801,,846,,846,,,
"",,,,"Mohallah SarayBhabrian.",178160802,,508,,508,,,
"",,,,,Total:,,1354,,1354,2,,2
136,"Government  Boys Chirstian High SchoolGandam Mandi. (Female) (P)",,,"Mohallah SarayBhabrian.",178160801,,,754,754,,,
"",,,,"Mohallah SarayBhabrian.",178160802,,,422,422,,,
"",,,,,Total:,,,1176,1176,,2,2
137,"Government  Boys Chirstian High SchoolGandam Mandi.  (P)",,,Jandar Bazar.,178160803,,746,596,1342,,,
"",,,,,Total:,,746,596,1342,1,1,2
138,"Government Girls Mir Hassan High SchoolSialkot. (P)",,,"Chowk ShahabPura.",178170101,,793,584,1377,,,
"",,,,,Total:,,793,584,1377,1,1,2
139,"Government Girls Mir Hassan High SchoolSialkot. (Male) (P)",,,Gali Shah Seydan.,178170102,,1129,,1129,,,
"",,,,,Total:,,1129,,1129,2,,2
140,"Government Girls Mir Hassan High SchoolSialkot. (Female) (P)",,,Gali Shah Seydan.,178170102,,,929,929,,,
"",,,,,Total:,,,929,929,,2,2
141,"Government Girls Mir Hassan High SchoolSialkot. (Male) (P)",,,Charach Chowk.,178170103,,758,,758,,,
"",,,,"Chowk SardarBegum Hospital.",178170104,,581,,581,,,
"",,,,,Total:,,1339,,1339,2,,2
142,"Government Girls Mir Hassan High SchoolSialkot. (Female) (P)",,,Charach Chowk.,178170103,,,663,663,,,
"",,"Chowk SardarBegum Hospital.",178170104,,,489,489,,,,,
"",,,Total:,,,1152,1152,,2,2,,
"",,"Kacha ShahabPura.",178170201,,327,351,678,,,,,
"",,"Kacha ShahabPura.",178170207,,493,323,816,,,,,
"","Government Girls Mir Hassan High School(Primary Portion) Sialkot. (Male) (P)",,,"Kacha ShahabPura.",178170202,,793,,793,,,
"",,,,Shahab Pura,178170203,,489,,489,,,
"",,,,,Total:,,1282,,1282,2,,2
145,"Government Girls Mir Hassan High School(Primary Portion) Sialkot. (Female) (P)",,,"Kacha ShahabPura.",178170202,,,647,647,,,
"",,,,Shahab Pura,178170203,,,465,465,,,
"",,,,,Total:,,,1112,1112,,2,2
146,"Government Apwa Girls Elementary SchoolSialkot. (Male) (P)",,,Shahab Pura,178170204,,688,,688,,,
"",,,,Shahab Kariana.,178170205,,466,,466,,,
"",,,,Shahab Kariana.,178170206,,482,,482,,,
"",,,,,Total:,,1636,,1636,3,,3
147,"Government Apwa Girls Elementary SchoolSialkot. (Female) (P)",,,Shahab Pura,178170204,,,572,572,,,
"",,,,Shahab Kariana.,178170205,,,387,387,,,
"",,,,Shahab Kariana.,178170206,,,343,343,,,
"",,,,,Total:,,,1302,1302,,2,2
148,"Government Municipal Corporation BoysElementary School Shahab Pura .(P)",,,Rehman Pura.,178170301,,937,811,1748,,,
"",,,,,Total:,,937,811,1748,2,2,4
149,"Office wapda Colony Circle office MohallahShahab Pura. (Male) (P)",,,"Kacha ShahabPura.",178170302,,980,,980,,,
"",,,,Gali Asif Nazim.,178170305,,240,,240,,,
"",,,,,Total:,,1220,,1220,2,,2
150,"Office wapda Colony Circle office MohallahShahab Pura. (Female) (P)",,,"Kacha ShahabPura.",178170302,,,798,798,,,
"",,,,Gali Asif Nazim.,178170305,,,211,211,,,
"",,,,,Total:,,,1009,1009,,2,2
151,"Government Municipal Corporation BoysElementary School Shahab Pura.(Male)  (P)",,,Shahab Pura.,178170303,,650,,650,,,
"",,,,Shahab Pura.,178170308,,339,,339,,,
"",,,,"Kacha ShahabPura.",178170304,,526,,526,,,
"",,,,,Total:,,1515,,1515,2,,2
152,"Office wapda Colony Circle office MohallahShahab Pura. (Female) (P)",,,Shahab Pura.,178170303,,,315,315,,,
"",,Shahab Pura.,178170308,,,553,553,,,,,
"",,"Kacha ShahabPura.",178170304,,,456,456,,,,,
"",,,Total:,,,1324,1324,,2,2,,
"","Government Municipal Corporation BoysElementary School Shahab Pura .(Male) (P)[",,,"Kacha ShahabPura.",178170307,,361,,361,,,
"",,,,,178170309,,264,,264,,,
"",,,,,Total:,,1357,,1357,2,,2
154,"Government Municipal Corporation GirlsElementary School Shahab Pura .(Female) (P)",,,Shahab Pura.,178170306,,,620,620,,,
"",,,,"Kacha ShahabPura.",178170307,,,326,326,,,
"",,,,,178170309,,,198,198,,,
"",,,,,Total:,,,1144,1144,,2,2
155,"Government Municipal Corporation GirlsPrimary School Mohallah Ghous Pura.(Male) (P)",,,"Kacha Shahab PuraRoad.",178170401,,1290,,1290,,,
"",,,"FactoryMuhammadMujahid/KachaShahab Pura.",178170402,,38,,38,,,,
"",,,"FactoryMuhammadMujahid/KachaShahab Pura.",178170407,,3,,3,,,,
"",,,"FactoryMuhammadMujahid/KachaShahab Pura.",178170408,,0,,0,,,,
"",,,,Total:,,1331,,1331,2,,2,
"Government Municipal Corporation GirlsPrimary School Mohallah Ghous Pura.(Female)(P)",,,"Kacha Shahab PuraRoad.",178170401,,,1072,1072,,,,
"",,"FactoryMuhammadMujahid/KachaShahab Pura.",178170402,,,33,33,,,,,
"",,"FactoryMuhammadMujahid/KachaShahab Pura.",178170407,,,0,0,,,,,
"",,"FactoryMuhammadMujahid/KachaShahab Pura.",178170408,,,0,0,,,,,
"",,,Total:,,,1105,1105,,2,2,,
"","Office wapda Colony Circle office MohallahShahab Pura.(P)",,,"FactoryMuhammadMujahid.",178170403,,303,236,539,,,
"",,,,,178170406,,376,245,621,,,
"",,,,,Total:,,679,481,1160,1,1,2
158,"Office wapda Colony Circle office MohallahShahab Pura. (Male) (P)",,,Alam Chowk.,178170404,,748,,748,,,
"",,,,Alam Chowk.,178170405,,516,,516,,,
"",,,,,Total:,,1264,,1264,2,,2
159,"Office Wapda Colony  Circle office MohallahShahab Pura. (Female) (P)",,,Alam Chowk.,178170404,,,587,587,,,
"",,,,Alam Chowk.,178170405,,,429,429,,,
"",,,,,Total:,,,1016,1016,,2,2
160,"Government Vocational Training Center FactoryArea.(Male)  (P)",,,"Muzafar PuraRailway Phatak(Khokhar Town).",178170501,,327,,327,,,
"",,,,,178170502,,396,,396,,,
"",,,,,178170509,,512,,512,,,
"",,,,,Total:,,1235,,1235,2,,2
161,"Government Vocational Training Center FactoryArea.(Female)  (P)",,,"Muzafar PuraRailway Phatak(Khokhar Town).",178170501,,,397,397,,,
"",,,,"Muzafar PuraRailway Phatak(Khokhar Town).",178170502,,,314,314,,,
"",,,,"Muzafar PuraRailway Phatak(Khokhar Town).",178170509,,,331,331,,,
"",,,,,Total:,,,1042,1042,,2,2
162,"Government Vocational Training Center FactoryArea.  (P)",,,"Chowk ShahabPura Phatak.",178170506,,813,737,1550,,,
"",,,Total:,,813,737,1550,1,1,2,,
"",,Shahab Pura Road.,178170503,,23,,23,,,,,
"",,Shahab Pura Road.,178170504,,92,,92,,,,,
"",,Shahab Pura Road.,178170505,,104,,104,,,,,
"",,,,Fateh Grah Ejansi.,178170508,,731,,731,,,
"",,,,,Total:,,1695,,1695,3,,3
164,"Government Girls High School Fateh Garh Road.(Female) (P)",,,Shahab Pura Road.,178170503,,,22,22,,,
"",,,,,178170504,,,66,66,,,
"",,,,,178170505,,,76,76,,,
"",,,,Fateh Grah Ejansi.,178170507,,,799,799,,,
"",,,,,178170508,,,459,459,,,
"",,,,,Total:,,,1422,1422,,2,2
165,"Government Boys Primary School Fateh GarhRoad. (P)",,,Shahtab Graha.,178170510,,348,256,604,,,
"",,,,Shahtab Graha.,178170511,,328,298,626,,,
"",,,,Shahtab Graha.,178170512,,0,0,0,,,
"",,,,Shahtab Graha.,178170513,,0,0,0,,,
"",,,,,Total:,,676,554,1230,1,1,2
166,"Government Municipal Corporation BoysPrimary School Fateh Garh (Male) (P)",,,Fateh Grah Road.,178170601,,663,,663,,,
"",,,,Defence Road.,178170602,,385,,385,,,
"",,,,Defence Road.,178170607,,202,,202,,,
"",,,,Defence Road.,178170608,,309,,309,,,
"",,,,,Total:,,1559,,1559,3,,3
167,"Government Girls High School Fateh Garh.(Female) (P)",,,Fateh Grah Road.,178170601,,,555,555,,,
"",,,,Defence Road.,178170602,,,321,321,,,
"",,,,Defence Road.,178170607,,,216,216,,,
"",,,,Defence Road.,178170608,,,236,236,,,
"",,,,,Total:,,,1328,1328,,2,2
168,"Government Boys Primary School Fateh Garh(Male) (P)",,,Fateh Grah Road.,178170603,,883,,883,,,
"",,,,Defence Road.,178170604,,560,,560,,,
"",,,,,Total:,,1443,,1443,2,,2
169,"Government Girls High School Fateh Garh.(Female) (P)",,,Fateh Grah Road.,178170603,,,734,734,,,
"",,Defence Road.,178170604,,,456,456,,,,,
"",,,Total:,,,1190,1190,,2,2,,
"","Rehmanpura Fateh Garh.(Near Pani Wali Tanki)(Male) (P)",,,Fateh Grah Road.,178170606,,1043,,1043,,,
"",,,,,Total:,,1415,,1415,2,,2
171,"Registered Pak Grammar High SchoolRehmanpura Fateh Garh.(Near Pani Wali Tanki)(Female) (P)",,,Fateh Grah Road.,178170605,,,289,289,,,
"",,,,Fateh Grah Road.,178170606,,,819,819,,,
"",,,,,Total:,,,1108,1108,,2,2
172,"Registered Pak Grammar High SchoolRehmanpura Fateh Garh.(Near Pani Wali Tanki)(Male) (P)",,,Fateh Grah Road.,178170701,,502,,502,,,
"",,,,Fateh Grah Road.,178170702,,587,,587,,,
"",,,,Fateh Grah Road.,178170703,,586,,586,,,
"",,,,,Total:,,1675,,1675,3,,3
173,"Registered Pak Grammar High SchoolRehmanpura Fateh Garh.(Near Pani Wali Tanki)(Female) (P)",,,Fateh Grah Road.,178170701,,,469,469,,,
"",,,,Fateh Grah Road.,178170702,,,491,491,,,
"",,,,Fateh Grah Road.,178170703,,,478,478,,,
"",,,,,Total:,,,1438,1438,,3,3
174,"Government Girls College for women Haji Pura(P)",,,Nishat Miraj Hall.,178170704,,840,691,1531,,,
"",,,,,Total:,,840,691,1531,1,1,2
175,"Government Boys Municipal Corporation SchoolBogra. (Male)",,,Fateh Grah Road.,178170705,,1091,,1091,,,
"",,,,,Total:,,1091,,1091,2,,2
176,"Government Boys Municipal Corporation SchoolBogra. (Female)",,,Fateh Grah Road.,178170705,,,958,958,,,
"",,,,Total:,,,958,958,,2,2,
"Government Girls Municipal Corporation SchoolBogra.",,,"PuranaPhatha.(Bogra)",178170706,,780,609,1389,,,,
"",,,Total:,,780,609,1389,1,1,2,,
ELECTION COMMISSION OF PAKISTAN
FORM-28
"[see rule 50]"
ELECTION TO THE PROVINCIAL ASSEMEBLY,,,,,,,,,,,,
No. and name of constituency PP-38 SLK-IV,,,,,,,,,,,,
S.No,No.& Name of Polling Staion.,In case of rural area,In case of urban area,"S.No. ofvoters ontheElectoral","Number of Voters assigned toPolling Station","No. of PollingBooths",,,,,,
"",,"Name of Electoral RollsAreas.","Census BlockCode.","Name of ElectoralRolls Areasassigned to the","Census BlockCode Number",,,,,,,
"",,,,,,,"MaleFrom ;to","FemaleFrom to",Total.,Male,Female,Total
1,2,3,4,5,6,7,8,9,10,11,12,13
1,"Government Girls Primary SchoolMatanwala (Male) (P)",MATAN WALA,178010101,,,,742,,742,,,
"",,MATAN WALA,178010102,,,,650,,650,,,
"",,,TOTAL:-,,,,1392,,1392,2,,2
2,"Government Girls High School Matanwala(Female) (P)",MATAN WALA,178010101,,,,,537,537,,,
"",,MATAN WALA,178010102,,,,,455,455,,,
"",,,TOTAL:-,,,,,992,992,,2,2
3,"Government Girls High SchoolMatanwala.(P)",MATAN WALA,178010103,,,,428,325,753,,,
"",,,TOTAL:-,,,,428,325,753,1,1,2
4,"Basic Health Unit Chouni Sulehrian.(Male)(P)",CANTT. SULHRIAN,178010104,,,,573,,573,,,
"",,CANTT. SULHRIAN,178010105,,,,708,,708,,,
"",,,TOTAL:-,,,,1281,,1281,2,,2
5,"Governemt Model Elementry School ChouniSulehrian.(Female)",CANTT. SULHRIAN,178010104,,,,,414,414,,,
"",,CANTT. SULHRIAN,178010105,,,,,626,626,,,
"",,,TOTAL:-,,,,,1040,1040,,2,2
6,"Government Model Primary School LakhanPur.",LAKKAN PUR,178010106,,,,477,327,804,,,
"",,,TOTAL:-,,,,477,327,804,1,1,2
7,"Government Model Primary SchoolSadrana. (P)",SANDRANA,178010107,,,,353,262,615,,,
"",,SANDRANA,178010108,,,,607,435,1042,,,
"",,,TOTAL:-,,,,960,697,1657,2,1,3
8,"Government Boys Elementrey School NoorPura (Dheera Sandha) (P)",DHERA SANDHA,178010109,,,,647,449,1096,,,
"",,,TOTAL:-,,,,647,449,1096,1,1,2
9,"Government Boys Elementary School DheraSandha. (Male) (P)",DHERA SANDHA,178010110,,,,607,,607,,,
"",,DHERA SANDHA,178010111,,,,509,,509,,,
"",,DHERA SANDHA,178010112,,,,504,,504,,,
"",,,TOTAL:-,,,,1620,,1620,3,,3
10,"Government Boys Elementary School DheraSandha. (Female) (P)",DHERA SANDHA,178010110,,,,,495,495,,,
DHERA SANDHA,178010111,,,,,389,389,,,,,
DHERA SANDHA,178010112,,,,,429,429,,,,,
"",TOTAL:-,,,,,1313,1313,,2,2,,
PARAG PUR,178010201,,,,713,572,1285,,,,,
"","Government Girls Elementary SchoolGujranwala. (P)",GUJRAN WALA,178010202,,,,698,562,1260,,,
"",,,TOTAL:-,,,,698,562,1260,1,1,2
13,"Government Boys Primary School KotMandianwala. (P)",KOT MANDIAN WALA,178010203,,,,967,837,1804,,,
"",,,TOTAL:-,,,,967,837,1804,2,2,4
14,"Government Girls Primary School Kotli HarNarainan. (P)",KOTLI HAR NARAIAN,178010204,,,,454,351,805,,,
"",,KISHAN PURA,178010205,,,,315,265,580,,,
"",,,TOTAL:-,,,,769,616,1385,1,1,2
15,"Government Boys Elementary SchoollPartanwali(Male) (P)",PARTAN WALI,178010301,,,,677,,677,,,
"",,PARTAN WALI,178010302,,,,445,,445,,,
"",,PARTAN WALI,178010303,,,,315,,315,,,
"",,,TOTAL:-,,,,1437,,1437,2,,2
16,"Government Girls High SchoolPartanwali(Female) (P)",PARTAN WALI,178010301,,,,,515,515,,,
"",,PARTAN WALI,178010302,,,,,330,330,,,
"",,PARTAN WALI,178010303,,,,,240,240,,,
"",,,TOTAL:-,,,,,1085,1085,,2,2
17,"Government Model Primary School RehmatAbad. (P)",PARTAN WALI,178010304,,,,465,361,826,,,
"",,PARTAN WALI,178010305,,,,264,213,477,,,
"",,,TOTAL:-,,,,729,574,1303,1,1,2
18,"Government Girls Primary School Akewali(P)",AKEWALI,178010306,,,,463,307,770,,,
"",,,TOTAL:-,,,,463,307,770,1,1,2
19,"Government Model Primary SchoolBhaniwali.  (P)",BHANE WALI,178010307,,,,900,731,1631,,,
"",,,TOTAL:-,,,,900,731,1631,2,1,3
20,"Government Girls Elementry School  KotKora. (P)",KOT KORA,178010308,,,,567,416,983,,,
"",,,TOTAL:-,,,,567,416,983,1,1,2
21,"Government Model Primary School Anjotar.(P)",ANJOTAR,178010401,,,,280,195,475,,,
"",,ANJOTAR,178010402,,,,240,170,410,,,
"",,ANJOTAR,178010403,,,,480,370,850,,,
"",,,TOTAL:-,,,,1000,735,1735,2,2,4
22,"Government Model School Chrind. (Male-Portion) (Male) (P)",CHARIND,178010404,,,,777,,777,,,
"",,CHARIND,178010405,,,,393,,393,,,
"",,,TOTAL:-,,,,1170,,1170,2,,2
23,"Government Model School Chrind. (Female-Portion) (Female) (P)",CHARIND,178010404,,,,,626,626,,,
CHARIND,178010405,,,,,305,305,,,,,
"",TOTAL:-,,,,,931,931,,2,2,,
KOTLA,178010406,,,,240,,240,,,,,
KOTLA,178010407,,,,234,,234,,,,,
KOTLA,178010408,,,,696,,696,,,,,
"",,,TOTAL:-,,,,1448,,1448,2,,2
25,"Government Model Elementry School KotlaAmbanwala.(Female-Portion)(Male)(P)",KOTLA,178010406,,,,,200,200,,,
"",,KOTLA,178010407,,,,,176,176,,,
"",,KOTLA,178010408,,,,,573,573,,,
"",,KOTLA,178010409,,,,,197,197,,,
"",,,TOTAL:-,,,,,1146,1146,,2,2
26,"Government Girls Primary School BhikhoChour.(Male) (P)",BHIKO CHUR,178010410,,,,883,,883,,,
"",,BHIKO CHUR,178010411,,,,649,,649,,,
"",,BHIKO CHUR,178010412,,,,166,,166,,,
"",,BHIKO CHUR,178010413,,,,0,,0,,,
"",,,TOTAL:-,,,,1698,,1698,3,,3
27,"Government Girls Primary School BhikhoChour.(Female) (P)",BHIKO CHUR,178010410,,,,,740,740,,,
"",,BHIKO CHUR,178010411,,,,,456,456,,,
"",,BHIKO CHUR,178010412,,,,,141,141,,,
"",,BHIKO CHUR,178010413,,,,,0,0,,,
"",,,TOTAL:-,,,,,1337,1337,,2,2
28,"Government Boys High School ChannuMoom.(Male) (P)",CHANUN MOM,178010414,,,,350,,350,,,
"",,CHANUN MOM,178010415,,,,454,,454,,,
"",,CHANUN MOM,178010416,,,,455,,455,,,
"",,CHANUN MOM,178010417,,,,485,,485,,,
"",,,TOTAL:-,,,,1744,,1744,3,,3
29,"Government Boys High School ChannuMoom.(Female) (P)",CHANUN MOM,178010414,,,,,311,311,,,
"",,CHANUN MOM,178010415,,,,,452,452,,,
"",,CHANUN MOM,178010416,,,,,350,350,,,
"",,CHANUN MOM,178010417,,,,,388,388,,,
"",,,TOTAL:-,,,,,1501,1501,,3,3
30,"Government Girls Primary School Akbarabad.(Male) (P)",AKBAR ABAD,178010418,,,,340,,340,,,
"",,AKBAR ABAD,178010445,,,,354,,354,,,
"",,AKBAR ABAD,178010419,,,,491,,491,,,
"",,AKBAR ABAD,178010422,,,,355,,355,,,
"",,,TOTAL:-,,,,1540,,1540,2,,2
31,"Government Girls Primary School Akbarabad.(Female) (P)",AKBAR ABAD,178010418,,,,,242,242,,,
AKBAR ABAD,178010445,,,,,283,283,,,,,
AKBAR ABAD,178010419,,,,,374,374,,,,,
AKBAR ABAD,178010422,,,,,271,271,,,,,
"",TOTAL:-,,,,,1170,1170,,2,2,,
AKBAR ABAD,178010420,,,,540,,540,,,,,
"",,,TOTAL:-,,,,1065,,1065,2,,2
33,"GovernmentBoys Primary School Akbarabad. (Female) (P)",AKBAR ABAD,178010420,,,,,431,431,,,
"",,AKBAR ABAD,178010421,,,,,425,425,,,
"",,,TOTAL:-,,,,,856,856,,2,2
34,"Government Girls High School Nawan Pind.(Male) (P)",NAWAN PIND,178010423,,,,450,,450,,,
"",,NAWAN PIND,178010441,,,,227,,227,,,
"",,NAWAN PIND,178010424,,,,421,,421,,,
"",,NAWAN PIND,178010442,,,,66,,66,,,
"",,NAWAN PIND,178010443,,,,108,,108,,,
"",,NAWAN PIND,178010444,,,,11,,11,,,
"",,,TOTAL:-,,,,1283,,1283,2,,2
35,"Government Boys Primery School NawanPind. (Female) (P)",NAWAN PIND,178010423,,,,,345,345,,,
"",,NAWAN PIND,178010441,,,,,207,207,,,
"",,NAWAN PIND,178010424,,,,,395,395,,,
"",,NAWAN PIND,178010442,,,,,48,48,,,
"",,NAWAN PIND,178010443,,,,,88,88,,,
"",,NAWAN PIND,178010444,,,,,8,8,,,
"",,,TOTAL:-,,,,,1091,1091,,2,2
36,"Government Girls High School Nawan Pind.(Male) (P)",NAWAN PIND,178010425,,,,330,,330,,,
"",,NAWAN PIND,178010426,,,,265,,265,,,
"",,NAWAN PIND,178010427,,,,446,,446,,,
"",,NAWAN PIND,178010428,,,,287,,287,,,
"",,NAWAN PIND,178010429,,,,335,,335,,,
"",,,TOTAL:-,,,,1663,,1663,3,,3
37,"Government Boys Primary School NawanPind. (Female)  (P)",NAWAN PIND,178010425,,,,,275,275,,,
"",,NAWAN PIND,178010426,,,,,202,202,,,
"",,NAWAN PIND,178010427,,,,,345,345,,,
"",,NAWAN PIND,178010428,,,,,228,228,,,
"",,NAWAN PIND,178010429,,,,,253,253,,,
"",,,TOTAL:-,,,,,1303,1303,,2,2
38,Basic Health UnitBhadal.(Male) (P),BADHAL,178010430,,,,286,,286,,,
"",,BADHAL,178010431,,,,766,,766,,,
"",,BADHAL,178010432,,,,548,,548,,,
"",,,TOTAL:-,,,,1600,,1600,3,,3
39,"Government Girls High School Bhadal.(Female)",BADHAL,178010430,,,,,196,196,,,
BADHAL,178010431,,,,,610,610,,,,,
BADHAL,178010432,,,,,423,423,,,,,
"",TOTAL:-,,,,,1229,1229,,2,2,,
PACCI KOTLI,178010433,,,,280,,280,,,,,
"","Government Boys High School Pacci Kotli.(Male)  (P)",PACCI KOTLI,178010434,,,,297,,297,,,
"",,PACCI KOTLI,178010435,,,,283,,283,,,
"",,PACCI KOTLI,178010436,,,,375,,375,,,
"",,,TOTAL:-,,,,1235,,1235,2,,2
41,"Government Boys High School PacciKotli.(Female)  (P)",PACCI KOTLI,178010433,,,,,171,171,,,
"",,PACCI KOTLI,178010434,,,,,252,252,,,
"",,PACCI KOTLI,178010435,,,,,207,207,,,
"",,PACCI KOTLI,178010436,,,,,315,315,,,
"",,,TOTAL:-,,,,,945,945,,2,2
42,"Government Boys High School Pacci Kotli.(P)",PACCI KOTLI,178010437,,,,819,645,1464,,,
"",,,TOTAL:-,,,,819,645,1464,1,1,2
43,"Government Boys High School Pacci Kotli.(Male) (P)",PACCI KOTLI,178010438,,,,466,,466,,,
"",,PACCI KOTLI,178010439,,,,499,,499,,,
"",,PACCI KOTLI,178010440,,,,284,,284,,,
"",,,TOTAL:-,,,,1249,,1249,2,,2
44,"Government Girls Elementry School PacciKotli. (Female) (P)",PACCI KOTLI,178010438,,,,,384,384,,,
"",,PACCI KOTLI,178010439,,,,,378,378,,,
"",,PACCI KOTLI,178010440,,,,,216,216,,,
"",,,TOTAL:-,,,,,978,978,,2,2
45,"Government  Boys High School Kotli AmirAli.(Male)(P)",MOGHALANWALI,178010501,,,,387,,387,,,
"",,KOTLI AMIR ALI,178010502,,,,383,,383,,,
"",,SYEDDANWALI,178010508,,,,386,,386,,,
"",,,TOTAL:-,,,,1156,,1156,2,,2
46,"Government  Boys High School Kotli AmirAli.(Female)(P)",MOGHALANWALI,178010501,,,,,330,330,,,
"",,KOTLI AMIR ALI,178010502,,,,,334,334,,,
"",,SYEDDANWALI,178010508,,,,,324,324,,,
"",,,TOTAL:-,,,,,988,988,,2,2
47,"Government Model Primary School SadraBadra.(Male-Portion)(Male) (P)",SADRAH BADRAH,178010503,,,,809,,809,,,
"",,SADRAH BADRAH,178010504,,,,261,,261,,,
"",,,TOTAL:-,,,,1070,,1070,2,,2
48,"Government Model Primary School SadraBadra.(Female-Portion)(Female) (P)",SADRAH BADRAH,178010503,,,,,692,692,,,
"",,SADRAH BADRAH,178010504,,,,,221,221,,,
"",,,TOTAL:-,,,,,913,913,,2,2
49,"Government Girls High School Miani (Male)(P)",MIANI,178010505,,,,560,,560,,,
MIANI,178010506,,,,804,,804,,,,,
"",TOTAL:-,,,,1364,,1364,2,,2,,
MIANI,178010505,,,,,396,396,,,,,
"",,,TOTAL:-,,,,,1050,1050,,2,2
51,Government Boys Primary School Miani. (P),MIANI,178010507,,,,596,497,1093,,,
"",,,TOTAL:-,,,,596,497,1093,1,1,2
52,Government Boys High School Ladhar  (P),LADHAR,178010601,,,,808,514,1322,,,
"",,,TOTAL:-,,,,808,514,1322,1,1,2
53,"Government Boys High School Ladhar(Male) (P)",LADHAR,178010602,,,,420,,420,,,
"",,LADHAR,178010603,,,,275,,275,,,
"",,LADHAR,178010604,,,,548,,548,,,
"",,,TOTAL:-,,,,1243,,1243,2,,2
54,"Government Girls Primary School Ladhar(Female) (P)",LADHAR,178010602,,,,,345,345,,,
"",,LADHAR,178010603,,,,,211,211,,,
"",,LADHAR,178010604,,,,,410,410,,,
"",,,TOTAL:-,,,,,966,966,,2,2
55,"Government Girls Higher Secondery SchoolHundal.",HUNDAL,178010605,,,,151,88,239,,,
"",,HUNDAL,178010606,,,,257,173,430,,,
"",,HUNDAL,178010607,,,,397,282,679,,,
"",,,TOTAL:-,,,,805,543,1348,1,1,2
56,"Government Boys Elementary SchoolHundal (Male) (P)",HUNDAL,178010608,,,,390,,390,,,
"",,HUNDAL,178010609,,,,672,,672,,,
"",,HUNDAL,178010610,,,,194,,194,,,
"",,HUNDAL,178010611,,,,384,,384,,,
"",,,TOTAL:-,,,,1640,,1640,3,,3
57,"Government Boys Elementary SchoolHundal (Female) (P)",HUNDAL,178010608,,,,,250,250,,,
"",,HUNDAL,178010609,,,,,458,458,,,
"",,HUNDAL,178010610,,,,,124,124,,,
"",,HUNDAL,178010611,,,,,304,304,,,
"",,,TOTAL:-,,,,,1136,1136,,2,2
58,"Government Girls Primary School ChakGillan. (P)",CHAK GILLAN,178010612,,,,195,145,340,,,
"",,CHAK GILLAN,178010613,,,,400,262,662,,,
"",,KALEWALI,178010616,,,,234,196,430,,,
"",,SIRAJWALI,178010617,,,,178,123,301,,,
