"PollingStationSerial No",Polling Station Name,Electoral Area,Block Code,"MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths"
57,Govt:Boys Middle School 38/EB  (Female),Chak 38/EB,211030805,0,544,544,0,2,2
"",,Chak 38/EB,211030806,0,228,228,,,
"",,Chak 38/EB,211030807,0,368,368,,,
58,Govt:Girls Middle School New Building 38-EB          (Male),Chak 38/EB,211030808,358,0,358,2,0,2
"",,Chak 38/EB,211030809,381,0,381,,,
"",,Chak 38/EB,211030810,321,0,321,,,
59,Govt:Girls Middle School New Building 38-EB  (Female),Chak 38/EB,211030808,0,320,320,0,2,2
"",,Chak 38/EB,211030809,0,341,341,,,
"",,Chak 38/EB,211030810,0,273,273,,,
60,"Govt:Girls Middle School, 34/EB  (Combined)",Chak 34/EB,211030804,157,124,281,1,1,2
61,"Govt:Girls Middle School, 40/EB  (Combined)",Chak 40/EB,211030501,549,507,1056,2,2,4
"",,Chak 40/EB,211030502,289,208,497,,,
62,"Govt:Boys High School, 50/EB East  (Combined)",Chak 50/EB,211030503,418,423,841,1,1,2
"",,Chak 50/EB,211030506,219,196,415,,,
63,"Govt:Boys High School, 50/EB West  (Combined)",Chak 50/EB,211030504,343,313,656,2,1,3
"",,Chak 50/EB,211030505,398,329,727,,,
64,"Govt:Girls Middle School, 56/EB       (Male)",Chak 56/EB,211030507,218,0,218,2,0,2
"",,Chak 56/EB,211030508,409,0,409,,,
"",,Chak 56/EB,211030509,496,0,496,,,
65,"Govt:Girls Middle School, 56/EB  (Female)",Chak 56/EB,211030507,0,190,190,0,2,2
Chak 56/EB,211030508,0,334,334,,,,,
Chak 56/EB,211030509,0,409,409,,,,,
"",,Chak 68/EB,211031002,480,0,480,,,
67,Govt:Boys Primary School 68/EB  (Female),Chak 68/EB,211031001,0,535,535,0,2,2
"",,Chak 68/EB,211031002,0,427,427,,,
68,"Govt:Boys High School, 66/EB                (Male)",Chak 66/EB,211031003,449,0,449,2,0,2
"",,Chak 66/EB,211031004,518,0,518,,,
69,"Govt:Boys High School, 66/EB  (Female)",Chak 66/EB,211031003,0,402,402,0,2,2
"",,Chak 66/EB,211031004,0,417,417,,,
70,Govt:Girls Primary School 74/EB             (Male),Chak 74/EB,211030703,371,0,371,2,0,2
"",,Chak 74/EB,211030704,568,0,568,,,
71,Govt:Girls Primary School 74/EB  (Female),Chak 74/EB,211030703,0,336,336,0,2,2
"",,Chak 74/EB,211030704,0,443,443,,,
72,Govt:Girls High School 42/EB            (Male),Chak 42/EB,211030301,534,0,534,2,0,2
"",,Chak 42/EB,211030302,509,0,509,,,
73,Govt:Girls High School 42/EB  (Female),Chak 42/EB,211030301,0,468,468,0,2,2
"",,Chak 42/EB,211030302,0,463,463,,,
74,Govt:Boys Primary School 44/EB (Combined),Chak 44/EB,211030303,426,347,773,1,1,2
75,Govt:Boys Primary School 64/EB (Combined),Chak 64/EB,211030304,793,720,1513,2,2,4
76,Govt:Boys Primary School 46/EB          (Male),Chak 46/EB,211030901,129,0,129,2,0,2
"",,Chak 46/EB,211030902,753,0,753,,,
"",,Chak 46/EB,211030903,107,0,107,,,
77,Govt:Boys Primary School 46/EB  (Female),Chak 46/EB,211030901,0,102,102,0,2,2
"",,Chak 46/EB,211030902,0,637,637,,,
"",,Chak 46/EB,211030903,0,95,95,,,
78,Govt:Boys Primary School 48/EB            (Male),Chak 48/EB,211030904,574,0,574,2,0,2
"",,Chak 48/EB,211030905,426,0,426,,,
79,Govt:Girls Middle School 48/EB (Female),Chak 48/EB,211030904,0,450,450,0,2,2
"",,Chak 48/EB,211030905,0,348,348,,,
80,Govt:Boys High School 52/EB             (Male),Chak 52/EB,211030401,197,0,197,2,0,2
"",,Chak 52/EB,211030402,445,0,445,,,
"",,Chak 52/EB,211030403,340,0,340,,,
81,Govt:Boys High School 52/EB  (Female),Chak 52/EB,211030401,0,179,179,0,2,2
"",,Chak 52/EB,211030402,0,417,417,,,
"",,Chak 52/EB,211030403,0,317,317,,,
82,Govt:Boys Primary School 54/EB  (Combined),Chak 54/EB,211030404,261,237,498,2,2,4
Chak 54/EB,211030405,450,408,858,,,,,
Chak 86/EB,211030203,440,0,440,,,,,
84,"Govt:Girls Primary School, 86/EB  (Female)",Chak 86/EB,211030203,0,332,332,0,2,2
"",,Chak 86/EB,211030204,0,491,491,,,
85,Govt:Boys Primary School 70/EB           (Male),Chak 70/EB,211030205,590,0,590,2,0,2
"",,Chak 70/EB,211030206,574,0,574,,,
86,Govt:Boys Primary School 70/EB  (Female),Chak 70/EB,211030205,0,457,457,0,2,2
"",,Chak 70/EB,211030206,0,417,417,,,
87,Govt:Boys Primary School 78/EB  (Combined),Chak 78/EB,211030102,452,354,806,2,1,3
"",,Chak 78/EB,211030108,318,256,574,,,
88,"Govt:Girls Primary School, 78/EB  (Combined)",Chak 78/EB,211030101,420,381,801,2,1,3
"",,Chak 78/EB,211030103,246,202,448,,,
89,"Govt:Girls Primary School, 80/EB   (Combined)",Chak 80/EB,211030104,268,222,490,1,1,2
"",,Chak 80/EB,211030109,274,273,547,,,
"",,Chak 80/EB,211030105,134,100,234,,,
90,"Govt:Girls Primary School, 92/EB           (Male)",Chak 92/EB,211030106,448,0,448,2,0,2
"",,Chak 92/EB,211030107,476,0,476,,,
91,"Govt:Girls Primary School, 92/EB  (Female)",Chak 92/EB,211030106,0,362,362,0,2,2
"",,Chak 92/EB,211030107,0,394,394,,,
92,Govt:Boys Primary School 84/EB            (Male),Chak 84/EB,211031101,199,0,199,2,0,2
"",,Chak 84/EB,211031102,284,0,284,,,
"",,Chak 84/EB,211031103,691,0,691,,,
93,"Govt:Girls Primary School, 84/EB  (Female)",Chak 84/EB,211031101,0,163,163,0,2,2
"",,Chak 84/EB,211031102,0,189,189,,,
"",,Chak 84/EB,211031103,0,508,508,,,
94,Govt:Boys Primary School 72/EB              (Male),Chak 72/EB,211030701,353,0,353,2,0,2
"",,Chak 72/EB,211030702,617,0,617,,,
95,Govt:Boys Primary School 72/EB  (Female),Chak 72/EB,211030701,0,275,275,0,2,2
"",,Chak 72/EB,211030702,0,446,446,,,
96,Govt:Boys Primary School 76/EB            (Male),Chak 76/EB,211030705,507,0,507,3,0,3
"",,Chak 76/EB,211030706,259,0,259,,,
"",,Chak 76/EB,211030707,618,0,618,,,
97,"Govt:Girls Primary School, 76/EB  (Female)",Chak 76/EB,211030705,0,421,421,0,2,2
"",,Chak 76/EB,211030706,0,234,234,,,
"",,Chak 76/EB,211030707,0,491,491,,,
98,Govt:Boys Primary School 58/EB              (Male),Chak 58/EB,211030601,286,0,286,2,0,2
Chak 58/EB,211030602,507,0,507,,,,,
Chak 58/EB,211030603,273,0,273,,,,,
99,Govt:Girls Primary School 58/EB  (Female),Chak 58/EB,211030602,0,406,406,0,2,2
"",,Chak 58/EB,211030603,0,207,207,,,
100,Govt:Boys Primary School 60/EB  (Combined),Chak 60/EB,211030604,398,303,701,1,1,2
101,"Govt:Girls Middle School, 62/EB            (Male)",Chak 62/EB,211030605,646,0,646,2,0,2
"",,Chak 62/EB,211030606,418,0,418,,,
102,"Govt:Girls Middle School, 62/EB  (Female)",Chak 62/EB,211030605,0,517,517,0,2,2
"",,Chak 62/EB,211030606,0,338,338,,,
103,Govt:Boys Primary School 82/EB (Combined),Chak 82/EB,211030201,354,196,550,2,1,3
"",,Chak 82/EB,211030202,538,340,878,,,
104,"Govt:Boys High School, 88/EB  (Combined)",Chak 88/EB,211031104,621,488,1109,1,1,2
105,"Govt:Girls Middle School, 90/EB  (Combined)",Chak 90/EB,211031105,638,515,1153,1,1,2
106,"Govt:Boys Middle School, 59/EB North   (Male)",Chak 59/EB,211010403,409,0,409,2,0,2
"",,Chak 59/EB,211010404,610,0,610,,,
107,Govt:Boys Middle School 59/EB South (Female),Chak 59/EB,211010403,0,342,342,0,2,2
"",,Chak 59/EB,211010404,0,482,482,,,
108,"Govt:Boys Middle School, 59/EB North (Combined)",Chak 59/EB,211010405,677,577,1254,2,2,4
109,"Govt:Girls Middle  School,, 59/EB            (Male)",Chak 59/EB,211010406,488,0,488,3,0,3
"",,Chak 59/EB,211010407,501,0,501,,,
"",,Chak 59/EB,211010408,212,0,212,,,
"",,Chak 59/EB,211010409,208,0,208,,,
"",,Chak 59/EB,211010410,96,0,96,,,
"",,Chak 59/EB,211010411,77,0,77,,,
110,"Govt:Girls Middle  School,, 59/EB  (Female)",Chak 59/EB,211010406,0,405,405,0,2,2
"",,Chak 59/EB,211010407,0,424,424,,,
"",,Chak 59/EB,211010408,0,175,175,,,
"",,Chak 59/EB,211010409,0,152,152,,,
"",,Chak 59/EB,211010410,0,97,97,,,
"",,Chak 59/EB,211010411,0,61,61,,,
111,"Govt:Girls High School, 55/EB              (Male)",Chak 55/EB,211010401,512,0,512,2,0,2
"",,Chak 55/EB,211010402,405,0,405,,,
112,"Govt:Girls High School, 55/EB   (Female)",Chak 55/EB,211010401,0,413,413,0,2,2
"",,Chak 55/EB,211010402,0,365,365,,,
113,"Govt:Boys Primary School, 51/EB (Combined)",Chak 51/EB,211010606,342,261,603,2,1,3
Chak 51/EB,211010607,463,412,875,,,,,
Chak 53/EB,211010608,265,0,265,,,,,
Chak 53/EB,211010609,269,0,269,,,,,
115,Govt:Boys Primary School 53/EB  (Female),Chak 53/EB,211010608,0,207,207,0,2,2
"",,Chak 53/EB,211010609,0,261,261,,,
"",,Chak 53/EB,211010610,0,343,343,,,
116,Govt:Boys Primary School 57/EB  (Combined),Chak 57/EB,211010604,265,234,499,2,1,3
"",,Chak 57/EB,211010605,483,339,822,,,
117,Govt:Boys Primary School 57/EB            (Male),Chak 57/EB,211010601,614,0,614,2,0,2
"",,Chak 57/EB,211010602,249,0,249,,,
"",,Chak 57/EB,211010603,264,0,264,,,
118,"Govt:Girls Middle School, 57/EB          (Female)",Chak 57/EB,211010601,0,471,471,0,3,3
"",,Chak 57/EB,211010602,0,211,211,,,
"",,Chak 57/EB,211010603,0,235,235,,,
119,Govt:Boys Middle School 71/EB              (Male),Chak 71/EB,211010101,380,0,380,2,0,2
"",,Chak 71/EB,211010102,522,0,522,,,
120,"Govt: Girls Middle School, 71/EB         (Female)",Chak 71/EB,211010101,0,307,307,0,2,2
"",,Chak 71/EB,211010102,0,464,464,,,
121,Govt:Boys Middle School 71/EB              (Male),Chak 71/EB,211010103,519,0,519,2,0,2
"",,Chak 71/EB,211010104,417,0,417,,,
"",,Chak 71/EB,211010105,150,0,150,,,
122,"Govt: Girls Middle School, 71/EB         (Female)",Chak 71/EB,211010103,0,454,454,0,2,2
"",,Chak 71/EB,211010104,0,366,366,,,
"",,Chak 71/EB,211010105,0,119,119,,,
123,"Govt:Boys High School, 69/EB (Male)",Chak 69/EB,211010301,404,0,404,2,0,2
"",,Chak 69/EB,211010302,497,0,497,,,
124,"Govt:Boys High School, 69/EB                 (Male)",Chak 69/EB,211010303,651,0,651,2,0,2
"",,Chak 69/EB,211010304,314,0,314,,,
125,"Govt:Girls High School, 69/EB          (Female)",Chak 69/EB,211010301,0,344,344,0,3,3
"",,Chak 69/EB,211010302,0,441,441,,,
"",,Chak 69/EB,211010303,0,556,556,,,
"",,Chak 69/EB,211010304,0,265,265,,,
126,"Govt:Boys High School, 67/EB North (Combined)",chak 67/EB,211010305,338,259,597,1,1,2
"",,chak 67/EB,211010306,269,234,503,,,
127,"Govt:Boys High School, 67/EB South           (Male)",Chak 67/EB,211010307,640,0,640,3,0,3
Chak 67/EB,211010308,496,0,496,,,,,
Chak 67/EB,211010310,115,0,115,,,,,
Chak 67/EB,211010307,0,486,486,,,,,
Chak 67/EB,211010308,0,438,438,,,,,
129,"Govt:Girls High School, 67/EB              (Male)",Chak 67/EB,211010309,432,0,432,3,0,3
"",,Chak 67/EB,211010315,416,0,416,,,
"",,Chak 67/EB,211010311,372,0,372,,,
130,"Govt:Girls High School, 67/EB  (Female)",Chak 67/EB,211010309,0,313,313,0,2,2
"",,Chak 67/EB,211010315,0,313,313,,,
"",,Chak 67/EB,211010311,0,279,279,,,
131,Govt:Boys Primary School 65/EB             (Male),Chak 65/EB,211010312,1091,0,1091,2,0,2
132,Govt:Boys Primary School 65/EB  (Female),Chak 65/EB,211010312,0,940,940,0,2,2
133,"Govt:Girls Primary School, 65/EB  (Combined)",Chak 65/EB,211010313,577,506,1083,2,1,3
"",,Chak 65/EB,211010314,76,47,123,,,
134,Govt:Boys Primary School 15/EB           (Male),Chak 15/EB,211010501,242,0,242,2,0,2
"",,Chak 15/EB,211010502,172,0,172,,,
"",,Chak 15/EB,211010503,692,0,692,,,
"",,Chak 15/EB,211010504,146,0,146,,,
135,"Govt:Girls Primary School, 15/EB  (Female)",Chak 15/EB,211010501,0,188,188,0,2,2
"",,Chak 15/EB,211010502,0,145,145,,,
"",,Chak 15/EB,211010503,0,583,583,,,
"",,Chak 15/EB,211010504,0,119,119,,,
136,"Govt:Boys Middle School, 21/EB               (Male)",Chak 21/EB,211010505,481,0,481,3,0,3
"",,Chak 21/EB,211010506,145,0,145,,,
"",,Chak 21/EB,211010507,372,0,372,,,
"",,Chak 21/EB,211010508,573,0,573,,,
137,"Govt:Girls Community Model School, 21/EB  (Female)",Chak 21/EB,211010505,0,394,394,0,2,2
"",,Chak 21/EB,211010506,0,145,145,,,
"",,Chak 21/EB,211010507,0,333,333,,,
"",,Chak 21/EB,211010508,0,557,557,,,
138,Govt:Boys Primary School 17/EB            (Male),Chak 17/EB,211010509,260,0,260,2,0,2
"",,Chak 17/EB,211010510,421,0,421,,,
"",,Chak 17/EB,211010511,257,0,257,,,
139,Govt:Boys Primary School 17/EB  (Female),Chak 17/EB,211010509,0,236,236,0,2,2
"",,Chak 17/EB,211010510,0,375,375,,,
"",,Chak 17/EB,211010511,0,224,224,,,
140,"Govt:Boys High School, 19/EB               (Male)",Chak 19/EB,211010201,712,0,712,3,0,3
Chak 19/EB,211010202,283,0,283,,,,,
Chak 19/EB,211010203,399,0,399,,,,,
Chak 19/EB,211010201,0,606,606,,,,,
"",,Chak 19/EB,211010203,0,333,333,,,
142,"Govt:Girls High School, 63/EB (Female)",Chak 63/EB,211010204,0,596,596,0,2,2
"",,Chak 63/EB,211010205,0,450,450,,,
143,Govt:Boys Primary School 63/EB            (Male),Chak 63/EB,211010204,735,0,735,2,0,2
"",,Chak 63/EB,211010205,521,0,521,,,
144,Govt:Boys Primary School 63/EB  (Combined),Chak 63/EB,211010206,319,256,575,1,1,2
"",,Chak 63/EB,211010207,332,250,582,,,
145,Govt:Boys Primary School 345/EB (Combined),Chak 345/EB,211050401,557,410,967,1,1,2
146,"Govt:Boys High School, 351/EB   (Combined)",Chak 351/EB,211050201,92,77,169,1,1,2
"",,Chak 351/EB,211050204,506,357,863,,,
147,"Govt:Boys High School, 351/EB             (Male)",Chak 351/EB,211050202,526,0,526,2,0,2
"",,Chak 351/EB,211050203,570,0,570,,,
148,"Govt:Girls Middle School, 351/EB  (Female)",Chak 351/EB,211050202,0,386,386,0,2,2
"",,Chak 351/EB,211050203,0,541,541,,,
149,Govt:Boys Primary School 353/EB           (Male),Chak 353/EB,211050205,665,0,665,2,0,2
"",,Chak 353/EB,211050206,361,0,361,,,
150,Govt:Boys Primary School 353/EB  (Female),Chak 353/EB,211050205,0,521,521,0,2,2
"",,Chak 353/EB,211050206,0,280,280,,,
151,Govt:Boys Primary School 355/EB           (Male),Chak 355/EB,211050301,589,0,589,2,0,2
"",,Chak 355/EB,211050302,354,0,354,,,
152,Govt:Boys Primary School 355/EB  (Female),Chak 355/EB,211050301,0,408,408,0,2,2
"",,Chak 355/EB,211050302,0,265,265,,,
153,"Govt: BoysPrimary School, 347/EB            (Male)",Chak 347/EB,211050303,465,0,465,2,0,2
"",,Chak 347/EB,211050304,433,0,433,,,
154,"Govt: BoysPrimary School, 347/EB (Female)",Chak 347/EB,211050303,0,436,436,0,2,2
"",,Chak 347/EB,211050304,0,400,400,,,
155,"Govt:Boys Primary School, 349/EB  (Combined)",Chak 349/EB,211050402,620,505,1125,2,1,3
156,Govt:Boys Primary School 349/EB -A (Combined),Chak 349/EB,211050403,333,239,572,2,1,3
"",,Chak 349/EB,211050404,439,319,758,,,
157,"Govt:Boys Primary School, 339/EB              (Male)",Chak 339/EB,211050501,581,0,581,2,0,2
"",,Chak 339/EB,211050502,432,0,432,,,
158,"Govt:Boys Primary School, 339/EB  (Female)",Chak 339/EB,211050501,0,497,497,0,2,2
"",,Chak 339/EB,211050502,0,371,371,,,
159,"Govt:Boys Primary School, 341/EB  (Combined)",Chak 341/EB,211050503,557,459,1016,1,1,2
160,"Govt:Boys Primary School, 343/EB   (Combined)",Chak 343/EB,211050207,681,523,1204,1,1,2
Chak 167/EB,211050106,630,0,630,,,,,
162,"Govt:Girls Primary School, 167/EB  (Female)",Chak 167/EB,211050106,0,450,450,0,3,3
"",,Chak 167/EB,211050107,0,374,374,,,
163,Govt:Boys Middle School 167/EB (Combined),Chak 167/EB,211050108,441,349,790,2,1,3
"",,Chak 167/EB,211050109,293,209,502,,,
164,Govt:Boys High School 163/EB              (Male),Chak 163/EB,211050101,548,0,548,3,0,3
"",,Chak 163/EB,211050102,457,0,457,,,
"",,Chak 163/EB,211050103,430,0,430,,,
165,Govt:Boys High School 163/EB  (Female),Chak 163/EB,211050101,0,443,443,0,2,2
"",,Chak 163/EB,211050102,0,376,376,,,
"",,Chak 163/EB,211050103,0,399,399,,,
166,Govt:Girls High School 165/EB                (Male),Chak 165/EB,211050104,781,0,781,2,0,2
"",,Chak 165/EB,211050105,291,0,291,,,
167,Govt:Girls High School 165/EB  (Female),Chak 165/EB,211050104,0,653,653,0,2,2
"",,Chak 165/EB,211050105,0,215,215,,,
168,"Govt:Boys Middle School, 143/EB           (Male)",Chak 143/EB,211050803,495,0,495,3,0,3
"",,Chak 143/EB,211050805,344,0,344,,,
"",,Chak 143/EB,211050806,282,0,282,,,
169,"Govt:Girls Primary School, 143/EB (Female)",Chak 143/EB,211050803,0,412,412,0,2,2
"",,Chak 143/EB,211050805,0,293,293,,,
"",,Chak 143/EB,211050806,0,241,241,,,
170,"Govt:Boys Middle School, 143/EB           (Male)",Chak 143/EB,211050804,701,0,701,2,0,2
171,"Govt:Girls Primary School, 143/EB  (Female)",Chak 143/EB,211050804,0,632,632,0,2,2
172,"Govt:Girls Middle School, 145/EB         (Male)",Chak 145/EB,211050801,384,0,384,2,0,2
"",,Chak 145/EB,211050802,577,0,577,,,
173,"Govt:Girls Middle School, 145/EB (Female)",Chak 145/EB,211050801,0,382,382,0,2,2
"",,Chak 145/EB,211050802,0,450,450,,,
174,"Govt:Boys Middle School, 147/EB           (Male)",Chak 147/EB,211050809,482,0,482,2,0,2
"",,Chak 147/EB,211050810,229,0,229,,,
175,"Govt:Girls High School, 147/EB  (Female)",Chak 147/EB,211050809,0,427,427,0,2,2
"",,Chak 147/EB,211050810,0,201,201,,,
176,"Govt:Boys Middle School, 147/EB           (Male)",Chak 147/EB,211050807,954,0,954,2,0,2
"",,Chak 147/EB,211050808,562,0,562,,,
177,"Govt:Girls High School, 147/EB  (Female)",Chak 147/EB,211050807,0,840,840,0,3,3
Chak 147/EB,211050808,0,477,477,,,,,
Chak 155/EB,211050906,289,0,289,,,,,
Chak 155/EB,211050907,410,0,410,,,,,
"",,Chak 155/EB,211050909,714,0,714,,,
179,"Govt:Girls High School, 155/EB   (Female)",Chak 155/EB,211050906,0,281,281,0,3,3
"",,Chak 155/EB,211050907,0,355,355,,,
"",,Chak 155/EB,211050908,0,257,257,,,
"",,Chak 155/EB,211050909,0,599,599,,,
180,Govt:Boys Primary School 161/EB            (Male),Chak 161/EB,211050901,456,0,456,3,0,3
"",,Chak 161/EB,211050902,707,0,707,,,
"",,Chak 161/EB,211050903,316,0,316,,,
181,"Govt:Girls Primary School, 161/EB  (Female)",Chak 161/EB,211050901,0,402,402,0,3,3
"",,Chak 161/EB,211050902,0,627,627,,,
"",,Chak 161/EB,211050903,0,275,275,,,
182,Govt:Boys Primary School 159/EB         (Male),Chak 159/EB,211050904,688,0,688,2,0,2
"",,Chak 159/EB,211050905,411,0,411,,,
183,"Govt:Girls,Middle School 159/EB  (Female)",Chak 159/EB,211050904,0,556,556,0,2,2
"",,Chak 159/EB,211050905,0,328,328,,,
184,Govt:Boys High School 153/EB            (Male),Chak 153/EB,211050606,626,0,626,2,0,2
"",,Chak 153/EB,211050607,262,0,262,,,
"",,Chak 153/EB,211050608,245,0,245,,,
185,Govt:Boys High School 153/EB  (Female),Chak 153/EB,211050606,0,540,540,0,2,2
"",,Chak 153/EB,211050607,0,185,185,,,
"",,Chak 153/EB,211050608,0,227,227,,,
186,Govt:Boys High School 157/EB             (Male),Chak 157/EB,211050609,586,0,586,2,0,2
"",,Chak 157/EB,211050610,126,0,126,,,
"",,Chak 157/EB,211050611,259,0,259,,,
187,Govt:Boys High School 157/EB  (Female),Chak 157/EB,211050609,0,528,528,0,2,2
"",,Chak 157/EB,211050610,0,121,121,,,
"",,Chak 157/EB,211050611,0,222,222,,,
188,Govt:Boys Middle School 139/EB            (Male),Chak 139/EB,211050709,367,0,367,2,0,2
"",,Chak 139/EB,211050710,313,0,313,,,
"",,Chak 139/EB,211050711,285,0,285,,,
"",,Chak 139/EB,211050712,475,0,475,,,
189,"Govt:Girls community Model Middle School, 139/EB(Female)",Chak 139/EB,211050709,0,354,354,0,2,2
"",,Chak 139/EB,211050710,0,293,293,,,
"",,Chak 139/EB,211050711,0,270,270,,,
"",,Chak 139/EB,211050712,0,389,389,,,
190,Govt:Boys Primary School 141/EB  (Combined),Chak 141/EB,211050701,528,487,1015,1,1,2
191,"Govt:Girls High School, 149/EB             (Male)",Chak 149/EB,211050703,361,0,361,2,0,2
"",,Chak 149/EB,211050704,312,0,312,,,
192,Govt:Boys High School 149/EB South (Female),Chak 149/EB,211050702,0,308,308,0,2,2
"",,Chak 149/EB,211050703,0,297,297,,,
"",,Chak 149/EB,211050704,0,235,235,,,
193,"Govt:Girls High School, 149/EB             (Male)",Chak 149/EB,211050705,326,0,326,3,0,3
"",,Chak 149/EB,211050706,705,0,705,,,
"",,Chak 149/EB,211050707,426,0,426,,,
194,Govt:Boys High School 149/EB South  (Female),Chak 149/EB,211050705,0,278,278,0,2,2
"",,Chak 149/EB,211050706,0,521,521,,,
"",,Chak 149/EB,211050707,0,364,364,,,
195,"Govt:Boys High School, 149/EB  (Combined)",Chak 149/EB,211050708,275,222,497,1,1,2
196,Govt:Boys Primary School 151/EB            (Male),Chak 151/EB,211050601,396,0,396,4,0,4
Chak 151/EB,211050602,517,0,517,,,,,
Chak 151/EB,211050603,316,0,316,,,,,
Chak 151/EB,211050604,464,0,464,,,,,
Chak 151/EB,211050605,168,0,168,,,,,
Chak 151/EB,211050601,0,293,293,,,,,
Chak 151/EB,211050602,0,510,510,,,,,
Chak 151/EB,211050603,0,302,302,,,,,
Chak 151/EB,211050604,0,188,188,,,,,
"PollingStationSerial No",Polling Station Name,Electoral Area,Block Code,"MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths"
1,"Govt:Girls Primary School, 39/EB (Combined)",Chak 39/EB,211020406,346,264,610,2,1,3
"",,Chak 39/EB,211020407,244,190,434,,,
"",,Chak 39/EB,211020408,220,171,391,,,
2,Govt:Boys Primary School 29/EB (Combined),Chak 29/EB,211020409,200,152,352,1,1,2
"",,Chak 29/EB,211020410,375,326,701,,,
3,"Govt:Boys Middle School, 25/EB  (Combined)",Chak 25/EB,211020501,573,474,1047,1,1,2
4,"Govt:Girls Middle School, 25/EB  (Combined)",Chak 25/EB,211020502,381,327,708,1,1,2
Chak 25/EB,211020503,206,165,371,,,,,
5,Govt:Boys Primary School 23/EB             (Male),Chak 23/EB,211020505,375,0,375,2,0,2
"",,Chak 23/EB,211020506,250,0,250,,,
6,Govt:Boys Primary School 23/EB  (Female),Chak 23/EB,211020504,0,290,290,0,2,2
"",,Chak 23/EB,211020505,0,291,291,,,
"",,Chak 23/EB,211020506,0,225,225,,,
7,Govt:Boys Primary School 27/EB             (Male),Chak 27/EB,211020507,340,0,340,2,0,2
"",,Chak 27/EB,211020508,278,0,278,,,
"",,Chak 27/EB,211020509,422,0,422,,,
8,Govt:Boys Primary School 27/EB  (Female),Chak 27/EB,211020507,0,270,270,0,2,2
"",,Chak 27/EB,211020508,0,213,213,,,
"",,Chak 27/EB,211020509,0,292,292,,,
9,Govt:Boys Primary School Pir Sadar Din  (Combined),Pir Sadar Din,211020510,128,159,287,1,1,2
"",,Pir Sadar Din,211020511,285,242,527,,,
10,Govt:Boys Primary School 81/EB             (Male),Chak 81/EB,211020101,276,0,276,2,0,2
"",,Chak 81/EB,211020102,378,0,378,,,
"",,Chak 81/EB,211020103,192,0,192,,,
11,Govt:Boys Primary School 81/EB  (Female),Chak 81/EB,211020101,0,294,294,0,2,2
"",,Chak 81/EB,211020102,0,316,316,,,
"",,Chak 81/EB,211020103,0,163,163,,,
12,"Govt:Girls Middle School, 35/EB             (Male)",Chak 35/EB,211020308,323,0,323,3,0,3
"",,Chak 35/EB,211020309,701,0,701,,,
"",,Chak 35/EB,211020310,406,0,406,,,
13,"Govt:Girls Middle School, 35/EB  (Female)",Chak 35/EB,211020308,0,271,271,0,2,2
"",,Chak 35/EB,211020309,0,563,563,,,
"",,Chak 35/EB,211020310,0,316,316,,,
14,Govt:Boys Primary School 75/EB            (Male),Chak 75/EB,211020311,535,0,535,2,0,2
"",,Chak 75/EB,211020312,335,0,335,,,
"",,Chak 75/EB,211020313,330,0,330,,,
15,"Govt: Community Girls Middle School, 75/EB  (Female)",Chak 75/EB,211020311,0,417,417,0,2,2
"",,Chak 75/EB,211020312,0,231,231,,,
"",,Chak 75/EB,211020313,0,270,270,,,
16,Govt:Boys Primary School 75/EB  (Combined),Chak 75/EB,211020314,707,529,1236,2,1,3
17,"Govt:Boys Primary School, 73/EB  (Combined)",Chak 73/EB,211020315,338,264,602,1,1,2
"",,Chak 73/EB,211020316,324,252,576,,,
18,Govt:Boys Primary School Jhamb  (Combined),Jhamb,211020401,358,301,659,2,1,3
Jhamb,211020402,316,267,583,,,,,
19,Govt:Boys Primary School 31/EB East (Male),Chak 31/EB,211020404,397,0,397,2,0,2
"",,Chak 31/EB,211020405,483,0,483,,,
20,"Govt:Boys Primary School, 31/EB West   (Female)",Chak 31/EB,211020403,0,354,354,0,2,2
"",,Chak 31/EB,211020404,0,329,329,,,
"",,Chak 31/EB,211020405,0,389,389,,,
21,Govt:Boys Middle School 85/EB           (Male),Chak 85/EB,211020104,335,0,335,2,0,2
"",,Chak 85/EB,211020105,298,0,298,,,
"",,Chak 85/EB,211020106,370,0,370,,,
"",,Chak 85/EB,211020107,86,0,86,,,
22,"Govt:Girls Primary School, 85/EB        (Female)",Chak 85/EB,211020104,0,242,242,0,2,2
"",,Chak 85/EB,211020105,0,333,333,,,
"",,Chak 85/EB,211020106,0,340,340,,,
"",,Chak 85/EB,211020107,0,77,77,,,
23,Govt:Boys Primary School 79/EB              (Male),Chak 79/EB,211020108,278,0,278,2,0,2
"",,Chak 79/EB,211020109,379,0,379,,,
"",,Chak 79/EB,211020110,634,0,634,,,
24,Govt:Boys Primary School 79/EB  (Female),Chak 79/EB,211020108,0,277,277,0,2,2
"",,Chak 79/EB,211020109,0,365,365,,,
"",,Chak 79/EB,211020110,0,611,611,,,
25,Govt:Boys Middle School 87/EB            (Male),Chak 87/EB,211020202,479,0,479,3,0,3
"",,Chak 87/EB,211020203,385,0,385,,,
"",,Chak 87/EB,211020204,298,0,298,,,
"",,Chak 87/EB,211020205,345,0,345,,,
26,Govt:Girls community Modle School 87/EB (Female),Chak 87/EB,211020202,0,356,356,0,2,2
